pair_idx,scene_name,rel_a,rel_b,yaw_diff_deg,rot_err_deg,gt_rel_rot_deg,pred_rel_rot_deg,selected_variant,video_direction,rel_eval_target,status
133,GreatCourt,GreatCourt/seq5/frame00202.png,GreatCourt/seq3/frame00200.png,50.536629,18.90595077259532,50.79149187333632,32.02589504332785,v1_A2B_p2_s2,A2B,direct_A_to_B,ok
134,Street,Street/img/image2_001183.png,Street/img_west/image_west_0361.png,63.617097,19.23556032725806,63.82608585614995,58.35089852175729,v1_A2B_p2_s2,A2B,direct_A_to_B,ok
135,Street,Street/img_east/image_east_0227.png,Street/img/image2_001300.png,52.627308,14.028954770697851,53.77751224719229,39.81352280672991,v1_A2B_p2_s2,A2B,direct_A_to_B,ok
136,Street,Street/img_north/image_north_2_0528.png,Street/img/image2_000135.png,56.219981,0.9655967429095429,56.260486693049145,55.5366261139676,v2_B2A_p1_s1,B2A,invert_B_to_A_to_match_A_to_B,ok
137,GreatCourt,GreatCourt/seq5/frame00364.png,GreatCourt/seq3/frame00321.png,55.773856,146.21502124761557,57.35106294683635,108.75896816075644,v2_B2A_p1_s1,B2A,invert_B_to_A_to_match_A_to_B,ok
138,Street,Street/img/image2_000787.png,Street/img_east/image_east_0357.png,52.887319,19.07547271474618,56.07325127845345,74.73998300582312,v2_B2A_p1_s1,B2A,invert_B_to_A_to_match_A_to_B,ok
139,Street,Street/img_east/image_east_0129.png,Street/img_north/image_north_2_0151.png,63.829329,5.582061046599853,63.84183842119882,64.3666599588703,v1_A2B_p2_s2,A2B,direct_A_to_B,ok
140,Street,Street/img_north/image_north_2_0234.png,Street/img/image2_001388.png,63.530275,16.646451002412405,64.40165973123807,47.880101464822495,v0_A2B_p1_s1,A2B,direct_A_to_B,ok
141,GreatCourt,GreatCourt/seq5/frame00315.png,GreatCourt/seq1/frame00243.png,51.25986,44.100648339099685,52.211363791082675,8.278884262393346,v3_B2A_p2_s2,B2A,invert_B_to_A_to_match_A_to_B,ok
142,Street,Street/img/image2_000288.png,Street/img/image2_000249.png,50.965777,10.968742721406858,51.300521470299465,40.408960575946324,v2_B2A_p1_s1,B2A,invert_B_to_A_to_match_A_to_B,ok
143,Street,Street/img_east/image_east_0268.png,Street/img/image2_001118.png,60.162305,10.406157554512943,62.33997315717497,51.975688184227764,v2_B2A_p1_s1,B2A,invert_B_to_A_to_match_A_to_B,ok
144,Street,Street/img_north/image_north_2_0527.png,Street/img/image2_000135.png,58.228866,2.1546899725078315,58.40486449221197,56.30585790732908,v3_B2A_p2_s2,B2A,invert_B_to_A_to_match_A_to_B,ok
145,GreatCourt,GreatCourt/seq5/frame00316.png,GreatCourt/seq1/frame00243.png,54.417141,6.0185341660665665,54.9478433173636,49.442802519875045,v1_A2B_p2_s2,A2B,direct_A_to_B,ok
146,Street,Street/img/image2_000872.png,Street/img/image2_000844.png,52.562328,34.60936590223766,53.006367332818655,87.5079012712623,v0_A2B_p1_s1,A2B,direct_A_to_B,ok
147,Street,Street/img_east/image_east_0268.png,Street/img/image2_001117.png,60.518424,18.999736758885675,63.73187247310908,45.17952314635953,v1_A2B_p2_s2,A2B,direct_A_to_B,ok
148,Street,Street/img_north/image_north_1_0577.png,Street/img/image1_000308.png,62.903079,1.8016226166762996,63.76576421489017,65.03652594521743,v0_A2B_p1_s1,A2B,direct_A_to_B,ok
149,GreatCourt,GreatCourt/seq5/frame00353.png,GreatCourt/seq3/frame00334.png,59.824537,163.05165028193588,61.20791973389565,102.6028581171965,v0_A2B_p1_s1,A2B,direct_A_to_B,ok
150,Street,Street/img/image2_000872.png,Street/img/image2_000845.png,51.219565,3.4390295599658307,51.46536383074618,49.44706971633696,v0_A2B_p1_s1,A2B,direct_A_to_B,ok
151,Street,Street/img_east/image_east_0130.png,Street/img_north/image_north_2_0153.png,62.393822,3.3386810433205,62.410783719854436,60.46768613983345,v0_A2B_p1_s1,A2B,direct_A_to_B,ok
152,Street,Street/img_north/image_north_1_0540.png,Street/img/image2_000131.png,52.204842,5.5285312923382,52.832164554940704,47.49268202077188,v1_A2B_p2_s2,A2B,direct_A_to_B,ok
153,GreatCourt,GreatCourt/seq5/frame00364.png,GreatCourt/seq5/frame00366.png,54.73371,9.212804918989445,56.444966938852815,50.14569263474227,v0_A2B_p1_s1,A2B,direct_A_to_B,ok
154,Street,Street/img/image2_001386.png,Street/img_north/image_north_1_0271.png,61.011355,2.99476587469669,61.903821006856674,59.52727536762566,v1_A2B_p2_s2,A2B,direct_A_to_B,ok
155,Street,Street/img_east/image_east_0136.png,Street/img/image2_001841.png,51.961339,1.9844821346082775,52.128328663423915,52.757160400671246,v0_A2B_p1_s1,A2B,direct_A_to_B,ok
156,Street,Street/img_north/image_north_1_0530.png,Street/img/image2_000224.png,63.485844,9.887270995229747,63.683578709861415,57.5402143853137,v0_A2B_p1_s1,A2B,direct_A_to_B,ok
157,GreatCourt,GreatCourt/seq5/frame00584.png,GreatCourt/seq3/frame00147.png,56.155443,176.66427970973467,56.745322146663135,120.27901248796789,v2_B2A_p1_s1,B2A,invert_B_to_A_to_match_A_to_B,ok
158,Street,Street/img/image2_001448.png,Street/img_east/image_east_0193.png,59.062973,8.2541616248596,59.69052566163623,51.797577074759786,v1_A2B_p2_s2,A2B,direct_A_to_B,ok
159,Street,Street/img_east/image_east_0439.png,Street/img/image2_000432.png,53.341721,21.975164927841277,55.18977341573655,75.88029340970039,v2_B2A_p1_s1,B2A,invert_B_to_A_to_match_A_to_B,ok
160,Street,Street/img_north/image_north_1_0422.png,Street/img_east/image_east_0376.png,62.477349,11.945604446871894,62.57089064493368,74.29263567373334,v1_A2B_p2_s2,A2B,direct_A_to_B,ok
161,GreatCourt,GreatCourt/seq5/frame00037.png,GreatCourt/seq5/frame00359.png,60.27973,4.896987289919806,60.747949026715546,65.55508392849082,v3_B2A_p2_s2,B2A,invert_B_to_A_to_match_A_to_B,ok
162,Street,Street/img/image2_002337.png,Street/img/image2_002434.png,55.5136,16.69325809520071,56.47348584925668,39.89715461132828,v0_A2B_p1_s1,A2B,direct_A_to_B,ok
163,Street,Street/img_east/image_east_0130.png,Street/img_north/image_north_2_0152.png,62.92108,5.0045063139066315,63.23363289617079,68.18917928481595,v2_B2A_p1_s1,B2A,invert_B_to_A_to_match_A_to_B,ok
164,Street,Street/img_north/image_north_2_0405.png,Street/img/image2_000611.png,64.714637,4.556209926949428,65.6647138499314,65.4156368158746,v2_B2A_p1_s1,B2A,invert_B_to_A_to_match_A_to_B,ok
165,GreatCourt,GreatCourt/seq5/frame00355.png,GreatCourt/seq3/frame00588.png,54.461794,19.43987577991797,55.062335998740885,35.8628975035816,v2_B2A_p1_s1,B2A,invert_B_to_A_to_match_A_to_B,ok
166,Street,Street/img/image2_000925.png,Street/img_north/image_north_1_0376.png,57.098972,nan,nan,nan,v1_A2B_p2_s2,A2B,A_to_B,missing_pred
167,Street,Street/img_east/image_east_0477.png,Street/img/image2_000311.png,53.918338,10.31352320749418,54.29828803510184,64.43735983297641,v3_B2A_p2_s2,B2A,invert_B_to_A_to_match_A_to_B,ok
168,Street,Street/img_north/image_north_1_0431.png,Street/img_east/image_east_0387.png,63.923049,7.951193276436163,64.19045378371213,70.96967188813095,v0_A2B_p1_s1,A2B,direct_A_to_B,ok
169,GreatCourt,GreatCourt/seq5/frame00356.png,GreatCourt/seq3/frame00588.png,56.464529,1.2513838090190863,57.271220877523504,57.488036919685456,v0_A2B_p1_s1,A2B,direct_A_to_B,ok
170,Street,Street/img/image2_000272.png,Street/img/image2_000259.png,62.827397,6.677913238665605,63.19724015537439,58.37654087481081,v2_B2A_p1_s1,B2A,invert_B_to_A_to_match_A_to_B,ok
171,Street,Street/img_east/image_east_0581.png,Street/img/image1_000050.png,64.660466,18.986494185898543,64.71787034751767,47.169880009708706,v1_A2B_p2_s2,A2B,direct_A_to_B,ok
172,Street,Street/img_north/image_north_2_0527.png,Street/img/image2_000136.png,50.154625,2.104539855039021,50.61301924553945,48.82772073619473,v3_B2A_p2_s2,B2A,invert_B_to_A_to_match_A_to_B,ok
173,GreatCourt,GreatCourt/seq5/frame00361.png,GreatCourt/seq2/frame00262.png,63.083735,10.129271131775537,64.19975687452252,59.73150252988495,v1_A2B_p2_s2,A2B,direct_A_to_B,ok
174,Street,Street/img/image2_000928.png,Street/img_north/image_north_1_0375.png,63.083727,25.070147929095356,63.3622778544287,43.84091806986735,v0_A2B_p1_s1,A2B,direct_A_to_B,ok
175,Street,Street/img_north/image_north_1_0541.png,Street/img/image2_000130.png,54.541586,1.329344365170803,54.682582633589064,54.424729278544135,v1_A2B_p2_s2,A2B,direct_A_to_B,ok
176,GreatCourt,GreatCourt/seq5/frame00358.png,GreatCourt/seq1/frame00196.png,57.83718,126.12470506094164,59.10921530425426,67.80168981182817,v2_B2A_p1_s1,B2A,invert_B_to_A_to_match_A_to_B,ok
177,Street,Street/img/image2_002335.png,Street/img/image2_002436.png,58.834167,33.55620293667875,59.52135777582004,26.446216379714507,v2_B2A_p1_s1,B2A,invert_B_to_A_to_match_A_to_B,ok
178,Street,Street/img_north/image_north_1_0518.png,Street/img/image2_000300.png,58.671101,5.565611789283077,58.87853702440081,53.38943031029381,v0_A2B_p1_s1,A2B,direct_A_to_B,ok
179,GreatCourt,GreatCourt/seq5/frame00353.png,GreatCourt/seq3/frame00335.png,63.025568,113.83186326338414,64.07745801021153,51.23102581363311,v2_B2A_p1_s1,B2A,invert_B_to_A_to_match_A_to_B,ok
180,Street,Street/img/image2_000212.png,Street/img_west/image_west_0114.png,57.941408,37.64124849697515,57.98802141356368,23.215985254292402,v2_B2A_p1_s1,B2A,invert_B_to_A_to_match_A_to_B,ok
181,Street,Street/img_north/image_north_2_0204.png,Street/img_east/image_east_0180.png,61.702464,4.9276820962943635,61.87099291530126,57.698923846882835,v1_A2B_p2_s2,A2B,direct_A_to_B,ok
182,GreatCourt,GreatCourt/seq5/frame00257.png,GreatCourt/seq3/frame00507.png,63.575081,62.9189196972852,64.44429605079932,127.15023050955638,v1_A2B_p2_s2,A2B,direct_A_to_B,ok
183,Street,Street/img/image2_000268.png,Street/img/image2_000262.png,59.124607,2.926461265979567,59.66839866796099,62.14154081563214,v1_A2B_p2_s2,A2B,direct_A_to_B,ok
184,Street,Street/img_north/image_north_2_0474.png,Street/img/image2_000399.png,58.996147,161.1472575709858,61.84327486353912,100.05888396377942,v1_A2B_p2_s2,A2B,direct_A_to_B,ok
185,Street,Street/img/image2_002336.png,Street/img/image2_002435.png,57.818598,35.51092372129871,58.60623964549811,24.872244967529202,v2_B2A_p1_s1,B2A,invert_B_to_A_to_match_A_to_B,ok
186,Street,Street/img_north/image_north_1_0420.png,Street/img_east/image_east_0375.png,64.500099,2.809228366821755,64.62665545780679,67.32262633902671,v2_B2A_p1_s1,B2A,invert_B_to_A_to_match_A_to_B,ok
187,Street,Street/img/image2_000868.png,Street/img/image2_000850.png,51.766934,3.1473455992631076,52.845343185073574,51.440677836147636,v3_B2A_p2_s2,B2A,invert_B_to_A_to_match_A_to_B,ok
188,Street,Street/img_north/image_north_2_0258.png,Street/img/image2_001211.png,58.679248,4.737842710128943,59.48596416296792,54.816360482544546,v1_A2B_p2_s2,A2B,direct_A_to_B,ok
189,Street,Street/img/image2_000275.png,Street/img/image2_000257.png,56.97419,3.4642730293068627,57.05363766078494,54.409030959670964,v3_B2A_p2_s2,B2A,invert_B_to_A_to_match_A_to_B,ok
190,Street,Street/img_north/image_north_2_0509.png,Street/img/image2_000243.png,52.82049,5.51313663386066,52.90702129259508,58.32758242581709,v3_B2A_p2_s2,B2A,invert_B_to_A_to_match_A_to_B,ok
191,Street,Street/img/image2_000242.png,Street/img/image2_000284.png,64.578924,89.45981794777646,64.88557341623469,39.56353808361974,v3_B2A_p2_s2,B2A,invert_B_to_A_to_match_A_to_B,ok
192,Street,Street/img_north/image_north_2_0204.png,Street/img_east/image_east_0179.png,59.702329,3.4726629302701313,59.86386913374372,56.72035358727315,v0_A2B_p1_s1,A2B,direct_A_to_B,ok
193,Street,Street/img/image2_000288.png,Street/img/image2_000250.png,60.380094,38.73399667714417,60.64229329192291,22.20781132955016,v0_A2B_p1_s1,A2B,direct_A_to_B,ok
194,Street,Street/img_north/image_north_2_0207.png,Street/img_east/image_east_0182.png,54.742853,2.712984416800092,55.41645881465801,55.541091046133054,v3_B2A_p2_s2,B2A,invert_B_to_A_to_match_A_to_B,ok
195,Street,Street/img/image2_001385.png,Street/img_north/image_north_1_0271.png,57.405214,1.4620940877752926,57.97208090714676,56.77185857130388,v3_B2A_p2_s2,B2A,invert_B_to_A_to_match_A_to_B,ok
196,Street,Street/img_north/image_north_2_0258.png,Street/img/image2_001210.png,62.008224,4.198202528428224,62.49091660445384,61.14055696229683,v2_B2A_p1_s1,B2A,invert_B_to_A_to_match_A_to_B,ok
197,Street,Street/img/image2_000208.png,Street/img/image2_000190.png,56.342357,13.752057781804014,56.421214006039136,43.04756999869045,v2_B2A_p1_s1,B2A,invert_B_to_A_to_match_A_to_B,ok
198,Street,Street/img_north/image_north_1_0429.png,Street/img_east/image_east_0384.png,63.453999,2.1388607639806754,63.78858261257554,65.44452872499862,v2_B2A_p1_s1,B2A,invert_B_to_A_to_match_A_to_B,ok
199,Street,Street/img/image2_000927.png,Street/img_north/image_north_1_0375.png,55.884372,2.566984555135426,55.96214973701923,58.27630090501322,v0_A2B_p1_s1,A2B,direct_A_to_B,ok
200,Street,Street/img/image2_000810.png,Street/img/image2_000707.png,54.921784,4.267397188818343,56.58960883829046,55.986882710733745,v0_A2B_p1_s1,A2B,direct_A_to_B,ok
201,Street,Street/img/image2_001967.png,Street/img_north/image_north_1_0149.png,64.684399,1.1584668938091411,65.08363248318564,64.47138326120874,v3_B2A_p2_s2,B2A,invert_B_to_A_to_match_A_to_B,ok
202,Street,Street/img/image2_000871.png,Street/img/image2_000846.png,52.158395,2.7330374246029834,52.177076448374244,50.6578366955906,v1_A2B_p2_s2,A2B,direct_A_to_B,ok
203,Street,Street/img/image2_000290.png,Street/img/image2_000251.png,57.301168,3.066495150326455,57.58652413472042,59.29191609218263,v0_A2B_p1_s1,A2B,direct_A_to_B,ok
204,Street,Street/img/image2_000766.png,Street/img_south/image_south_1_0250.png,53.74211,24.75559845469002,53.7773594024978,29.32398334454825,v2_B2A_p1_s1,B2A,invert_B_to_A_to_match_A_to_B,ok
205,Street,Street/img/image2_001778.png,Street/img_east/image_east_0128.png,64.369179,8.121373534605894,66.71255115864018,58.660711123724454,v0_A2B_p1_s1,A2B,direct_A_to_B,ok
206,Street,Street/img/image2_000209.png,Street/img/image2_000190.png,59.812723,3.2484054069951713,59.84950254510109,60.6324011658791,v1_A2B_p2_s2,A2B,direct_A_to_B,ok
207,Street,Street/img/image2_000443.png,Street/img/image2_000471.png,60.468852,3.5636750944412894,60.53389160180506,57.51443876531288,v1_A2B_p2_s2,A2B,direct_A_to_B,ok
208,Street,Street/img/image2_001779.png,Street/img_east/image_east_0128.png,62.466294,3.4985913612995363,65.28636848041893,61.84884677686918,v2_B2A_p1_s1,B2A,invert_B_to_A_to_match_A_to_B,ok
209,Street,Street/img/image2_000213.png,Street/img_west/image_west_0114.png,55.214558,54.945186417430634,55.26481967109448,25.24586781656302,v2_B2A_p1_s1,B2A,invert_B_to_A_to_match_A_to_B,ok
210,Street,Street/img/image2_000925.png,Street/img_north/image_north_1_0377.png,53.472424,4.097668011110301,53.74510691686097,49.775486734150164,v2_B2A_p1_s1,B2A,invert_B_to_A_to_match_A_to_B,ok
211,Street,Street/img/image2_000923.png,Street/img/image2_000920.png,51.037972,1.9024279312263233,51.12300997464244,49.97457978136643,v2_B2A_p1_s1,B2A,invert_B_to_A_to_match_A_to_B,ok
212,Street,Street/img/image2_000289.png,Street/img/image2_000251.png,63.987808,3.6238702018409383,64.34944455944529,67.72274627298466,v1_A2B_p2_s2,A2B,direct_A_to_B,ok
213,Street,Street/img/image2_002056.png,Street/img_south/image_south_1_0526.png,61.29995,167.57115841108512,61.31788564094164,106.56490630233479,v1_A2B_p2_s2,A2B,direct_A_to_B,ok
214,Street,Street/img/image2_000587.png,Street/img_east/image_east_0393.png,53.667697,53.13248101730791,53.77795118357082,96.62755542706725,v3_B2A_p2_s2,B2A,invert_B_to_A_to_match_A_to_B,ok
215,Street,Street/img/image2_002340.png,Street/img/image2_002431.png,61.089544,8.186438367869732,61.48883219681582,69.30045665528358,v1_A2B_p2_s2,A2B,direct_A_to_B,ok
216,Street,Street/img/image2_000703.png,Street/img/image2_000806.png,64.949338,32.61754966507095,65.70403298058186,33.50534018709555,v1_A2B_p2_s2,A2B,direct_A_to_B,ok
217,Street,Street/img/image2_001778.png,Street/img_east/image_east_0129.png,64.773945,4.930765216147338,66.86838502484648,62.42383523187211,v3_B2A_p2_s2,B2A,invert_B_to_A_to_match_A_to_B,ok
218,Street,Street/img/image2_000651.png,Street/img_east/image_east_0365.png,54.596012,5.925487805052463,54.67281792666391,60.55959234504814,v3_B2A_p2_s2,B2A,invert_B_to_A_to_match_A_to_B,ok
219,Street,Street/img/image2_000704.png,Street/img/image2_000807.png,63.940035,3.9523013374773006,64.97300640009011,68.59510822241187,v1_A2B_p2_s2,A2B,direct_A_to_B,ok
220,Street,Street/img/image2_002336.png,Street/img/image2_002434.png,59.153809,43.863474152786104,60.1788410359146,17.806833580942858,v0_A2B_p1_s1,A2B,direct_A_to_B,ok
221,Street,Street/img/image2_000871.png,Street/img/image2_000845.png,58.990343,25.946226651556156,59.035487992972804,33.300787080280855,v1_A2B_p2_s2,A2B,direct_A_to_B,ok
222,Street,Street/img/image2_000208.png,Street/img/image2_000189.png,58.355998,16.887146633266717,58.3599429144061,42.0045610580503,v1_A2B_p2_s2,A2B,direct_A_to_B,ok
223,Street,Street/img/image2_001969.png,Street/img_north/image_north_1_0148.png,53.908693,3.822462555030438,54.70204731245472,51.05144639276837,v2_B2A_p1_s1,B2A,invert_B_to_A_to_match_A_to_B,ok
224,Street,Street/img/image2_001754.png,Street/img_west/image_west_0457.png,52.861152,4.272969441771061,54.01960423953546,57.758230968534846,v0_A2B_p1_s1,A2B,direct_A_to_B,ok
225,Street,Street/img/image2_000866.png,Street/img/image2_000852.png,53.090835,16.292782173819965,53.59407334454486,38.01135937583439,v3_B2A_p2_s2,B2A,invert_B_to_A_to_match_A_to_B,ok
226,Street,Street/img/image2_000856.png,Street/img/image2_000861.png,51.787677,0.6287260621234027,51.830900809035214,52.20879105886641,v3_B2A_p2_s2,B2A,invert_B_to_A_to_match_A_to_B,ok
227,Street,Street/img/image2_002057.png,Street/img_south/image_south_1_0527.png,55.35544,2.032334008809216,55.38244102709467,56.64925148955424,v2_B2A_p1_s1,B2A,invert_B_to_A_to_match_A_to_B,ok
228,Street,Street/img/image2_000213.png,Street/img_west/image_west_0115.png,53.937819,7.197279441442533,54.08647784735365,56.15704594528659,v1_A2B_p2_s2,A2B,direct_A_to_B,ok
229,Street,Street/img/image2_000267.png,Street/img/image2_000262.png,60.207336,1.713946838472285,60.589203484504786,61.573283003339206,v0_A2B_p1_s1,A2B,direct_A_to_B,ok
230,Street,Street/img/image2_000206.png,Street/img/image2_000191.png,57.911715,3.59396586499011,58.143426915929034,55.28717213826422,v2_B2A_p1_s1,B2A,invert_B_to_A_to_match_A_to_B,ok
231,Street,Street/img/image2_000926.png,Street/img_north/image_north_1_0375.png,50.556373,5.5328971834599665,50.69981065599066,45.19664244777584,v2_B2A_p1_s1,B2A,invert_B_to_A_to_match_A_to_B,ok
232,Street,Street/img/image2_000274.png,Street/img/image2_000257.png,64.002919,2.5692580974732,64.09808029795016,63.353281011427654,v0_A2B_p1_s1,A2B,direct_A_to_B,ok
233,Street,Street/img/image2_002112.png,Street/img_east/image_east_0067.png,51.725712,8.841534077580196,51.760448974947245,60.473739446553914,v3_B2A_p2_s2,B2A,invert_B_to_A_to_match_A_to_B,ok
234,Street,Street/img/image2_000290.png,Street/img/image2_000250.png,50.889185,1.8346972450595291,50.981082029654864,51.434988959890966,v2_B2A_p1_s1,B2A,invert_B_to_A_to_match_A_to_B,ok
235,Street,Street/img/image2_000810.png,Street/img/image2_000706.png,57.893796,6.116331589776277,59.277057568399314,65.10324422336411,v0_A2B_p1_s1,A2B,direct_A_to_B,ok
236,Street,Street/img/image2_000270.png,Street/img/image2_000261.png,50.555129,4.068560743232295,51.50978670431069,48.89272170272775,v3_B2A_p2_s2,B2A,invert_B_to_A_to_match_A_to_B,ok
237,Street,Street/img/image2_001447.png,Street/img_east/image_east_0192.png,63.700557,5.7429307858987215,64.27157501528377,58.682292146072335,v3_B2A_p2_s2,B2A,invert_B_to_A_to_match_A_to_B,ok
238,Street,Street/img/image2_000177.png,Street/img_west/image_west_0115.png,56.5085,75.05332514761908,58.21976439228301,17.978263102289024,v1_A2B_p2_s2,A2B,direct_A_to_B,ok
239,Street,Street/img/image2_001211.png,Street/img_north/image_north_1_0292.png,56.715824,3.918301421293485,57.17843921986166,53.27773622763287,v3_B2A_p2_s2,B2A,invert_B_to_A_to_match_A_to_B,ok
240,Street,Street/img/image2_000209.png,Street/img/image2_000188.png,63.268396,2.162314255213415,63.27297848941012,64.53145712505459,v0_A2B_p1_s1,A2B,direct_A_to_B,ok
241,Street,Street/img/image2_001211.png,Street/img_north/image_north_1_0293.png,58.553304,9.957338962863561,58.90033779351438,49.4075275396064,v2_B2A_p1_s1,B2A,invert_B_to_A_to_match_A_to_B,ok
242,Street,Street/img/image2_000247.png,Street/img/image2_000244.png,54.319017,7.468266427848266,54.39095199394408,61.832536102832165,v2_B2A_p1_s1,B2A,invert_B_to_A_to_match_A_to_B,ok
243,Street,Street/img/image2_001212.png,Street/img_north/image_north_1_0292.png,59.232186,28.422617091431338,59.38659294930482,31.274132548891867,v1_A2B_p2_s2,A2B,direct_A_to_B,ok
244,Street,Street/img/image2_001780.png,Street/img_east/image_east_0128.png,56.859314,7.990396199652754,59.5380911963043,52.11425052788021,v1_A2B_p2_s2,A2B,direct_A_to_B,ok
245,Street,Street/img/image2_001449.png,Street/img_east/image_east_0193.png,55.037576,1.9259860179877102,55.529093998245195,54.9173480283262,v1_A2B_p2_s2,A2B,direct_A_to_B,ok
246,Street,Street/img/image2_001968.png,Street/img_north/image_north_1_0149.png,56.597661,46.71271489053073,57.08947065915705,10.443829054289434,v3_B2A_p2_s2,B2A,invert_B_to_A_to_match_A_to_B,ok
247,Street,Street/img/image2_000445.png,Street/img/image2_000471.png,63.389316,3.3337498723117345,63.56770764712026,60.723919312770015,v1_A2B_p2_s2,A2B,direct_A_to_B,ok
248,Street,Street/img/image2_002064.png,Street/img_west/image_west_0517.png,60.508717,7.828964295929732,60.93777801902818,67.79599462342264,v0_A2B_p1_s1,A2B,direct_A_to_B,ok
249,Street,Street/img/image2_000359.png,Street/img_west/image_west_0157.png,56.138055,4.542878943134643,58.8047539788944,54.3933179046316,v2_B2A_p1_s1,B2A,invert_B_to_A_to_match_A_to_B,ok
250,Street,Street/img/image2_000293.png,Street/img/image2_000253.png,57.363082,1.2478515210911283,57.78861509803082,58.40570839471362,v2_B2A_p1_s1,B2A,invert_B_to_A_to_match_A_to_B,ok
251,Street,Street/img/image2_002063.png,Street/img_west/image_west_0516.png,56.827989,5.539392366080752,56.97253185951694,61.43511927358105,v0_A2B_p1_s1,A2B,direct_A_to_B,ok
252,Street,Street/img/image2_001216.png,Street/img/image2_001212.png,60.095041,40.943860254188884,60.298301375902824,98.99208022875804,v3_B2A_p2_s2,B2A,invert_B_to_A_to_match_A_to_B,ok
253,Street,Street/img/image2_001809.png,Street/img/image2_001788.png,50.282061,1.2961811122798226,51.73555221484876,52.12476657335477,v2_B2A_p1_s1,B2A,invert_B_to_A_to_match_A_to_B,ok
254,Street,Street/img/image2_001754.png,Street/img_west/image_west_0458.png,59.804567,6.984606547113359,60.40461319321589,65.93119278376764,v1_A2B_p2_s2,A2B,direct_A_to_B,ok
255,Street,Street/img/image2_000853.png,Street/img/image2_000864.png,61.505438,7.868351892761751,61.65676528257042,53.96623598505968,v3_B2A_p2_s2,B2A,invert_B_to_A_to_match_A_to_B,ok
256,Street,Street/img/image2_002059.png,Street/img_south/image_south_1_0528.png,55.317168,5.410204124580339,55.336935451750506,50.26439428753994,v0_A2B_p1_s1,A2B,direct_A_to_B,ok
257,Street,Street/img/image2_001784.png,Street/img_east/image_east_0125.png,50.097377,1.23372109537009,53.87151811155095,53.58718109550917,v3_B2A_p2_s2,B2A,invert_B_to_A_to_match_A_to_B,ok
258,Street,Street/img/image2_000924.png,Street/img_north/image_north_1_0377.png,59.195342,7.20532624054705,59.392047623541686,66.40131435136539,v3_B2A_p2_s2,B2A,invert_B_to_A_to_match_A_to_B,ok
259,Street,Street/img/image2_000923.png,Street/img_north/image_north_1_0377.png,60.551421,5.176509158321137,60.69644039166643,65.63121788139053,v0_A2B_p1_s1,A2B,direct_A_to_B,ok
260,Street,Street/img/image2_000240.png,Street/img/image2_000284.png,58.359601,51.00075373551723,58.719518587235406,9.738974349246938,v2_B2A_p1_s1,B2A,invert_B_to_A_to_match_A_to_B,ok
261,Street,Street/img/image2_000266.png,Street/img/image2_000262.png,54.385948,3.3777082730954473,54.62127186112589,52.0004894118575,v1_A2B_p2_s2,A2B,direct_A_to_B,ok
262,Street,Street/img/image2_001920.png,Street/img_west/image_west_0492.png,58.546327,87.90415790028776,59.8664671674658,30.06014916966737,v2_B2A_p1_s1,B2A,invert_B_to_A_to_match_A_to_B,ok
263,Street,Street/img/image2_002338.png,Street/img/image2_002433.png,52.908481,9.00418131290399,52.9776677285036,60.87031297296562,v2_B2A_p1_s1,B2A,invert_B_to_A_to_match_A_to_B,ok
264,Street,Street/img/image2_001525.png,Street/img_west/image_west_0415.png,59.81065,3.2245095288846684,60.38022194720775,63.0503409068153,v2_B2A_p1_s1,B2A,invert_B_to_A_to_match_A_to_B,ok
265,Street,Street/img/image2_000705.png,Street/img/image2_000808.png,61.290291,30.153854866246427,62.20408890997494,34.57493809823878,v0_A2B_p1_s1,A2B,direct_A_to_B,ok
266,Street,Street/img/image2_002058.png,Street/img_south/image_south_1_0527.png,55.011147,10.580032131753224,55.03327818877415,44.548123021796435,v3_B2A_p2_s2,B2A,invert_B_to_A_to_match_A_to_B,ok
267,Street,Street/img/image2_000355.png,Street/img_west/image_west_0154.png,50.721999,1.414485315107516,52.126465221905505,50.77841796581099,v2_B2A_p1_s1,B2A,invert_B_to_A_to_match_A_to_B,ok
268,Street,Street/img/image2_001782.png,Street/img_east/image_east_0126.png,55.59088,4.672542857607904,58.71639973986326,54.386505508696196,v3_B2A_p2_s2,B2A,invert_B_to_A_to_match_A_to_B,ok
269,Street,Street/img/image2_000178.png,Street/img_west/image_west_0115.png,52.523773,5.321573940995912,54.74636844508407,59.910136433175055,v0_A2B_p1_s1,A2B,direct_A_to_B,ok
270,Street,Street/img/image2_001323.png,Street/img_east/image_east_0238.png,58.731929,0.7620528060233297,59.01100730947128,59.17721623139458,v2_B2A_p1_s1,B2A,invert_B_to_A_to_match_A_to_B,ok
271,Street,Street/img/image2_001781.png,Street/img_east/image_east_0127.png,55.073372,3.5855978934620047,56.91131369166662,53.350570690875614,v3_B2A_p2_s2,B2A,invert_B_to_A_to_match_A_to_B,ok
272,Street,Street/img/image2_000809.png,Street/img/image2_000706.png,56.611802,3.7013718020931776,57.653950611952446,60.269301560691936,v2_B2A_p1_s1,B2A,invert_B_to_A_to_match_A_to_B,ok
273,Street,Street/img/image2_000335.png,Street/img_west/image_west_0144.png,55.352254,3.084716882811997,55.47265208503609,57.55061966036937,v0_A2B_p1_s1,A2B,direct_A_to_B,ok
