i,j,rel_a,rel_b,scene,yaw_diff_deg,pitch_diff_deg,rot_deg,forward_angle_deg,baseline_m
1191,1336,15ff83e2531668d27c92091c97d31401ce323e24ee7c844cb32d5109ab9335f7/nerfstudio/images_4/frame_00128.png,15ff83e2531668d27c92091c97d31401ce323e24ee7c844cb32d5109ab9335f7/nerfstudio/images_4/frame_00273.png,15ff83e25316,70.0783,4.362,70.4036,70.1894,4.36
769,902,1264931635e127fb905c8953cbc2deadd0c763e633af7fbd9405a61ca849710c/nerfstudio/images_4/frame_00053.png,1264931635e127fb905c8953cbc2deadd0c763e633af7fbd9405a61ca849710c/nerfstudio/images_4/frame_00186.png,1264931635e1,64.4391,2.2051,64.5736,64.4212,3.9564
1094,1368,15ff83e2531668d27c92091c97d31401ce323e24ee7c844cb32d5109ab9335f7/nerfstudio/images_4/frame_00031.png,15ff83e2531668d27c92091c97d31401ce323e24ee7c844cb32d5109ab9335f7/nerfstudio/images_4/frame_00310.png,15ff83e25316,58.2448,32.8941,66.7246,63.129,2.1341
5246,5409,cc08c0bdc34ddd2867705d0b17a86ec2a9d7c7926ce99070ed1fdc66a812de07/nerfstudio/images_4/frame_00137.png,cc08c0bdc34ddd2867705d0b17a86ec2a9d7c7926ce99070ed1fdc66a812de07/nerfstudio/images_4/frame_00300.png,cc08c0bdc34d,55.0484,4.6974,56.181,55.2187,6.6171
2335,2432,493816813d2d6d248eb3c2b0b77b63e54235266e9a06e270fd0d282f13960493/nerfstudio/images_4/frame_00165.png,493816813d2d6d248eb3c2b0b77b63e54235266e9a06e270fd0d282f13960493/nerfstudio/images_4/frame_00262.png,493816813d2d,74.7545,0.9572,76.3209,73.2301,4.1935
6115,6295,d9b6376623741313bf6da6bf4cdb9828be614a2ce9390ceb3f31cd535d661a75/nerfstudio/images_4/frame_00050.png,d9b6376623741313bf6da6bf4cdb9828be614a2ce9390ceb3f31cd535d661a75/nerfstudio/images_4/frame_00234.png,d9b637662374,52.4997,8.4089,53.1758,53.0899,3.9835
6253,6421,d9b6376623741313bf6da6bf4cdb9828be614a2ce9390ceb3f31cd535d661a75/nerfstudio/images_4/frame_00188.png,d9b6376623741313bf6da6bf4cdb9828be614a2ce9390ceb3f31cd535d661a75/nerfstudio/images_4/frame_00360.png,d9b637662374,68.4345,4.5675,68.7867,68.2258,7.3426
5577,5700,cd9c981eeb4a9091547af19181b382698e9d9eee0a838c7c9783a8a268af6aee/nerfstudio/images_4/frame_00142.png,cd9c981eeb4a9091547af19181b382698e9d9eee0a838c7c9783a8a268af6aee/nerfstudio/images_4/frame_00265.png,cd9c981eeb4a,89.0483,3.4811,91.0682,88.9175,9.289
6163,6387,d9b6376623741313bf6da6bf4cdb9828be614a2ce9390ceb3f31cd535d661a75/nerfstudio/images_4/frame_00098.png,d9b6376623741313bf6da6bf4cdb9828be614a2ce9390ceb3f31cd535d661a75/nerfstudio/images_4/frame_00326.png,d9b637662374,81.9545,2.7345,81.4867,81.0904,6.0795
1830,1904,2beaca318994c25409dcbb6d0bdd96c3620f2f18aec44ea3f20edd302f18ca78/nerfstudio/images_4/frame_00023.png,2beaca318994c25409dcbb6d0bdd96c3620f2f18aec44ea3f20edd302f18ca78/nerfstudio/images_4/frame_00097.png,2beaca318994,60.2698,5.4479,63.2834,59.4305,9.2296
4502,4738,b6d1134cb03c855d246f916beaa2d3d01290cf47937a5176011ff39b850ec615/nerfstudio/images_4/frame_00128.png,b6d1134cb03c855d246f916beaa2d3d01290cf47937a5176011ff39b850ec615/nerfstudio/images_4/frame_00364.png,b6d1134cb03c,70.5957,6.9134,70.4001,70.3797,2.8341
99,293,0569e83fdc248a51fc0ab082ce5e2baff15755c53c207f545e6d02d91f01d166/nerfstudio/images_4/frame_00100.png,0569e83fdc248a51fc0ab082ce5e2baff15755c53c207f545e6d02d91f01d166/nerfstudio/images_4/frame_00294.png,0569e83fdc24,64.9936,3.6134,65.133,65.0583,7.6197
2541,2835,56452d9cd9e2e034764132a57058517ab085e1352f9664d2d1e10e98741334fc/nerfstudio/images_4/frame_00017.png,56452d9cd9e2e034764132a57058517ab085e1352f9664d2d1e10e98741334fc/nerfstudio/images_4/frame_00311.png,56452d9cd9e2,81.0547,0.6576,84.2072,80.5032,8.4691
5791,5927,d4fbeba0168af8fddb2fc695881787aedcd62f477c7dcec9ebca7b8594bbd95b/nerfstudio/images_4/frame_00050.png,d4fbeba0168af8fddb2fc695881787aedcd62f477c7dcec9ebca7b8594bbd95b/nerfstudio/images_4/frame_00186.png,d4fbeba0168a,85.1274,9.7278,85.4609,85.3799,3.6084
5178,5300,cc08c0bdc34ddd2867705d0b17a86ec2a9d7c7926ce99070ed1fdc66a812de07/nerfstudio/images_4/frame_00069.png,cc08c0bdc34ddd2867705d0b17a86ec2a9d7c7926ce99070ed1fdc66a812de07/nerfstudio/images_4/frame_00191.png,cc08c0bdc34d,51.1524,11.9501,53.1616,52.427,7.6882
7155,7330,f71ac346cd0fc4652a89afb37044887ec3907d37d01d1ceb0ad28e1a780d8e03/nerfstudio/images_4/frame_00027.png,f71ac346cd0fc4652a89afb37044887ec3907d37d01d1ceb0ad28e1a780d8e03/nerfstudio/images_4/frame_00202.png,f71ac346cd0f,57.1405,6.7585,57.8303,57.4568,5.3112
6512,6564,dafa9c7cbda9d1ddaa8a2b51fc8c54f4eb44161f5e5c53685dc744580ca77751/nerfstudio/images_4/frame_00040.png,dafa9c7cbda9d1ddaa8a2b51fc8c54f4eb44161f5e5c53685dc744580ca77751/nerfstudio/images_4/frame_00092.png,dafa9c7cbda9,83.0859,3.5658,83.8542,80.7476,5.0842
2605,2724,56452d9cd9e2e034764132a57058517ab085e1352f9664d2d1e10e98741334fc/nerfstudio/images_4/frame_00081.png,56452d9cd9e2e034764132a57058517ab085e1352f9664d2d1e10e98741334fc/nerfstudio/images_4/frame_00200.png,56452d9cd9e2,50.5811,12.4473,55.9397,51.3123,6.5071
6941,7125,e78f8cebd2bd93d960bfaeac18fac0bb2524f15c44288903cd20b73e599e8a81/nerfstudio/images_4/frame_00122.png,e78f8cebd2bd93d960bfaeac18fac0bb2524f15c44288903cd20b73e599e8a81/nerfstudio/images_4/frame_00306.png,e78f8cebd2bd,87.3291,7.1623,88.4082,86.2694,9.7986
6653,6697,dafa9c7cbda9d1ddaa8a2b51fc8c54f4eb44161f5e5c53685dc744580ca77751/nerfstudio/images_4/frame_00181.png,dafa9c7cbda9d1ddaa8a2b51fc8c54f4eb44161f5e5c53685dc744580ca77751/nerfstudio/images_4/frame_00225.png,dafa9c7cbda9,77.7413,2.2463,77.6036,77.6026,4.0651
3295,3546,9641a1ed7963ce5ca734cff3e6ccea3dfa8bcb0b0a3ff78f65d32a080de2d71e/nerfstudio/images_4/frame_00068.png,9641a1ed7963ce5ca734cff3e6ccea3dfa8bcb0b0a3ff78f65d32a080de2d71e/nerfstudio/images_4/frame_00319.png,9641a1ed7963,67.0967,1.9537,69.8213,65.2988,5.5863
4863,4893,c37109a55effe0000f8e40652ca935376e75bcb2a0b56de8eabd20a26e2a0f68/nerfstudio/images_4/frame_00102.png,c37109a55effe0000f8e40652ca935376e75bcb2a0b56de8eabd20a26e2a0f68/nerfstudio/images_4/frame_00132.png,c37109a55eff,58.8053,0.3456,58.8188,58.4242,4.1769
6316,6410,d9b6376623741313bf6da6bf4cdb9828be614a2ce9390ceb3f31cd535d661a75/nerfstudio/images_4/frame_00255.png,d9b6376623741313bf6da6bf4cdb9828be614a2ce9390ceb3f31cd535d661a75/nerfstudio/images_4/frame_00349.png,d9b637662374,68.9396,30.9174,70.4187,70.1306,3.137
4780,4998,c37109a55effe0000f8e40652ca935376e75bcb2a0b56de8eabd20a26e2a0f68/nerfstudio/images_4/frame_00019.png,c37109a55effe0000f8e40652ca935376e75bcb2a0b56de8eabd20a26e2a0f68/nerfstudio/images_4/frame_00237.png,c37109a55eff,77.0546,11.2273,77.7755,77.7121,3.4994
4877,4914,c37109a55effe0000f8e40652ca935376e75bcb2a0b56de8eabd20a26e2a0f68/nerfstudio/images_4/frame_00116.png,c37109a55effe0000f8e40652ca935376e75bcb2a0b56de8eabd20a26e2a0f68/nerfstudio/images_4/frame_00153.png,c37109a55eff,82.8796,0.1664,82.705,81.2546,4.3442
425,582,073f5a9b983ced6fb28b23051260558b165f328a16b2d33fe20585b7ee4ad561/nerfstudio/images_4/frame_00119.png,073f5a9b983ced6fb28b23051260558b165f328a16b2d33fe20585b7ee4ad561/nerfstudio/images_4/frame_00276.png,073f5a9b983c,65.4221,8.6248,65.7655,65.6111,3.6241
2225,2522,493816813d2d6d248eb3c2b0b77b63e54235266e9a06e270fd0d282f13960493/nerfstudio/images_4/frame_00055.png,493816813d2d6d248eb3c2b0b77b63e54235266e9a06e270fd0d282f13960493/nerfstudio/images_4/frame_00352.png,493816813d2d,65.416,16.2654,67.1987,67.1882,4.7384
1879,2004,2beaca318994c25409dcbb6d0bdd96c3620f2f18aec44ea3f20edd302f18ca78/nerfstudio/images_4/frame_00072.png,2beaca318994c25409dcbb6d0bdd96c3620f2f18aec44ea3f20edd302f18ca78/nerfstudio/images_4/frame_00197.png,2beaca318994,57.668,9.0208,59.3304,58.1666,9.2505
2189,2292,493816813d2d6d248eb3c2b0b77b63e54235266e9a06e270fd0d282f13960493/nerfstudio/images_4/frame_00019.png,493816813d2d6d248eb3c2b0b77b63e54235266e9a06e270fd0d282f13960493/nerfstudio/images_4/frame_00122.png,493816813d2d,84.252,4.0289,84.2623,83.9636,5.1007
6210,6347,d9b6376623741313bf6da6bf4cdb9828be614a2ce9390ceb3f31cd535d661a75/nerfstudio/images_4/frame_00145.png,d9b6376623741313bf6da6bf4cdb9828be614a2ce9390ceb3f31cd535d661a75/nerfstudio/images_4/frame_00286.png,d9b637662374,64.8975,29.0336,73.4319,70.1438,1.5314
6308,6403,d9b6376623741313bf6da6bf4cdb9828be614a2ce9390ceb3f31cd535d661a75/nerfstudio/images_4/frame_00247.png,d9b6376623741313bf6da6bf4cdb9828be614a2ce9390ceb3f31cd535d661a75/nerfstudio/images_4/frame_00342.png,d9b637662374,67.1216,3.2106,65.7179,65.6267,2.218
3279,3529,9641a1ed7963ce5ca734cff3e6ccea3dfa8bcb0b0a3ff78f65d32a080de2d71e/nerfstudio/images_4/frame_00052.png,9641a1ed7963ce5ca734cff3e6ccea3dfa8bcb0b0a3ff78f65d32a080de2d71e/nerfstudio/images_4/frame_00302.png,9641a1ed7963,63.0044,12.2459,67.4061,59.8225,5.0251
4507,4575,b6d1134cb03c855d246f916beaa2d3d01290cf47937a5176011ff39b850ec615/nerfstudio/images_4/frame_00133.png,b6d1134cb03c855d246f916beaa2d3d01290cf47937a5176011ff39b850ec615/nerfstudio/images_4/frame_00201.png,b6d1134cb03c,79.8545,2.278,79.0133,79.0132,8.7639
4474,4659,b6d1134cb03c855d246f916beaa2d3d01290cf47937a5176011ff39b850ec615/nerfstudio/images_4/frame_00100.png,b6d1134cb03c855d246f916beaa2d3d01290cf47937a5176011ff39b850ec615/nerfstudio/images_4/frame_00285.png,b6d1134cb03c,73.5617,3.4088,78.0406,71.5491,7.3434
6898,7117,e78f8cebd2bd93d960bfaeac18fac0bb2524f15c44288903cd20b73e599e8a81/nerfstudio/images_4/frame_00079.png,e78f8cebd2bd93d960bfaeac18fac0bb2524f15c44288903cd20b73e599e8a81/nerfstudio/images_4/frame_00298.png,e78f8cebd2bd,59.4464,1.4155,59.7639,59.397,6.1077
4104,4323,b3bf9079b442c681749f6bd95cfb0659c6d844f2228b2f4fa4b602a0e3627b9a/nerfstudio/images_4/frame_00097.png,b3bf9079b442c681749f6bd95cfb0659c6d844f2228b2f4fa4b602a0e3627b9a/nerfstudio/images_4/frame_00316.png,b3bf9079b442,61.1954,8.3872,63.8226,61.225,6.7667
160,264,0569e83fdc248a51fc0ab082ce5e2baff15755c53c207f545e6d02d91f01d166/nerfstudio/images_4/frame_00161.png,0569e83fdc248a51fc0ab082ce5e2baff15755c53c207f545e6d02d91f01d166/nerfstudio/images_4/frame_00265.png,0569e83fdc24,70.2384,7.1371,70.7348,70.1769,9.7791
5912,5988,d4fbeba0168af8fddb2fc695881787aedcd62f477c7dcec9ebca7b8594bbd95b/nerfstudio/images_4/frame_00171.png,d4fbeba0168af8fddb2fc695881787aedcd62f477c7dcec9ebca7b8594bbd95b/nerfstudio/images_4/frame_00247.png,d4fbeba0168a,88.5653,11.4459,89.6364,88.7744,6.6344
4485,4653,b6d1134cb03c855d246f916beaa2d3d01290cf47937a5176011ff39b850ec615/nerfstudio/images_4/frame_00111.png,b6d1134cb03c855d246f916beaa2d3d01290cf47937a5176011ff39b850ec615/nerfstudio/images_4/frame_00279.png,b6d1134cb03c,80.9748,4.7729,86.6282,78.0948,8.057
5283,5424,cc08c0bdc34ddd2867705d0b17a86ec2a9d7c7926ce99070ed1fdc66a812de07/nerfstudio/images_4/frame_00174.png,cc08c0bdc34ddd2867705d0b17a86ec2a9d7c7926ce99070ed1fdc66a812de07/nerfstudio/images_4/frame_00315.png,cc08c0bdc34d,63.9901,7.7628,64.7707,64.4092,9.5906
6497,6745,dafa9c7cbda9d1ddaa8a2b51fc8c54f4eb44161f5e5c53685dc744580ca77751/nerfstudio/images_4/frame_00025.png,dafa9c7cbda9d1ddaa8a2b51fc8c54f4eb44161f5e5c53685dc744580ca77751/nerfstudio/images_4/frame_00273.png,dafa9c7cbda9,56.5197,14.3922,57.9419,57.6744,3.1932
431,647,073f5a9b983ced6fb28b23051260558b165f328a16b2d33fe20585b7ee4ad561/nerfstudio/images_4/frame_00125.png,073f5a9b983ced6fb28b23051260558b165f328a16b2d33fe20585b7ee4ad561/nerfstudio/images_4/frame_00341.png,073f5a9b983c,86.0683,8.0775,86.3956,85.3277,3.8104
2206,2441,493816813d2d6d248eb3c2b0b77b63e54235266e9a06e270fd0d282f13960493/nerfstudio/images_4/frame_00036.png,493816813d2d6d248eb3c2b0b77b63e54235266e9a06e270fd0d282f13960493/nerfstudio/images_4/frame_00271.png,493816813d2d,78.452,16.8992,80.3863,79.8699,4.7325
4108,4338,b3bf9079b442c681749f6bd95cfb0659c6d844f2228b2f4fa4b602a0e3627b9a/nerfstudio/images_4/frame_00101.png,b3bf9079b442c681749f6bd95cfb0659c6d844f2228b2f4fa4b602a0e3627b9a/nerfstudio/images_4/frame_00331.png,b3bf9079b442,55.6245,5.2647,58.9412,55.1314,7.3514
6823,6921,e78f8cebd2bd93d960bfaeac18fac0bb2524f15c44288903cd20b73e599e8a81/nerfstudio/images_4/frame_00004.png,e78f8cebd2bd93d960bfaeac18fac0bb2524f15c44288903cd20b73e599e8a81/nerfstudio/images_4/frame_00102.png,e78f8cebd2bd,81.2681,10.2097,83.0802,80.8691,9.5319
4190,4305,b3bf9079b442c681749f6bd95cfb0659c6d844f2228b2f4fa4b602a0e3627b9a/nerfstudio/images_4/frame_00183.png,b3bf9079b442c681749f6bd95cfb0659c6d844f2228b2f4fa4b602a0e3627b9a/nerfstudio/images_4/frame_00298.png,b3bf9079b442,73.7071,0.5367,75.9923,73.7075,8.4012
3739,3984,9c8c0e0fadd97abf60088f667eba058ef077a71a8c0f5a4eff2782aa97f1ceb8/nerfstudio/images_4/frame_00131.png,9c8c0e0fadd97abf60088f667eba058ef077a71a8c0f5a4eff2782aa97f1ceb8/nerfstudio/images_4/frame_00376.png,9c8c0e0fadd9,56.5009,18.0887,58.636,57.9798,5.194
6510,6677,dafa9c7cbda9d1ddaa8a2b51fc8c54f4eb44161f5e5c53685dc744580ca77751/nerfstudio/images_4/frame_00038.png,dafa9c7cbda9d1ddaa8a2b51fc8c54f4eb44161f5e5c53685dc744580ca77751/nerfstudio/images_4/frame_00205.png,dafa9c7cbda9,65.5181,12.491,66.8474,66.3024,1.7223
2617,2812,56452d9cd9e2e034764132a57058517ab085e1352f9664d2d1e10e98741334fc/nerfstudio/images_4/frame_00093.png,56452d9cd9e2e034764132a57058517ab085e1352f9664d2d1e10e98741334fc/nerfstudio/images_4/frame_00288.png,56452d9cd9e2,75.7065,3.5261,76.56,75.7758,8.347
513,564,073f5a9b983ced6fb28b23051260558b165f328a16b2d33fe20585b7ee4ad561/nerfstudio/images_4/frame_00207.png,073f5a9b983ced6fb28b23051260558b165f328a16b2d33fe20585b7ee4ad561/nerfstudio/images_4/frame_00258.png,073f5a9b983c,88.3946,2.9154,88.4324,88.4299,5.914
4395,4516,b6d1134cb03c855d246f916beaa2d3d01290cf47937a5176011ff39b850ec615/nerfstudio/images_4/frame_00021.png,b6d1134cb03c855d246f916beaa2d3d01290cf47937a5176011ff39b850ec615/nerfstudio/images_4/frame_00142.png,b6d1134cb03c,67.3747,6.4563,68.8362,67.6458,8.534
5559,5665,cd9c981eeb4a9091547af19181b382698e9d9eee0a838c7c9783a8a268af6aee/nerfstudio/images_4/frame_00124.png,cd9c981eeb4a9091547af19181b382698e9d9eee0a838c7c9783a8a268af6aee/nerfstudio/images_4/frame_00230.png,cd9c981eeb4a,86.7793,4.0803,87.977,86.8534,6.4734
23,195,0569e83fdc248a51fc0ab082ce5e2baff15755c53c207f545e6d02d91f01d166/nerfstudio/images_4/frame_00024.png,0569e83fdc248a51fc0ab082ce5e2baff15755c53c207f545e6d02d91f01d166/nerfstudio/images_4/frame_00196.png,0569e83fdc24,52.6825,10.9702,53.8612,53.6926,5.3614
6200,6247,d9b6376623741313bf6da6bf4cdb9828be614a2ce9390ceb3f31cd535d661a75/nerfstudio/images_4/frame_00135.png,d9b6376623741313bf6da6bf4cdb9828be614a2ce9390ceb3f31cd535d661a75/nerfstudio/images_4/frame_00182.png,d9b637662374,75.0746,13.982,74.983,72.9747,7.8529
4186,4302,b3bf9079b442c681749f6bd95cfb0659c6d844f2228b2f4fa4b602a0e3627b9a/nerfstudio/images_4/frame_00179.png,b3bf9079b442c681749f6bd95cfb0659c6d844f2228b2f4fa4b602a0e3627b9a/nerfstudio/images_4/frame_00295.png,b3bf9079b442,70.0798,1.2362,71.8879,70.0893,8.5331
804,984,1264931635e127fb905c8953cbc2deadd0c763e633af7fbd9405a61ca849710c/nerfstudio/images_4/frame_00088.png,1264931635e127fb905c8953cbc2deadd0c763e633af7fbd9405a61ca849710c/nerfstudio/images_4/frame_00268.png,1264931635e1,50.86,7.9063,51.4587,51.3019,3.1519
1990,2138,2beaca318994c25409dcbb6d0bdd96c3620f2f18aec44ea3f20edd302f18ca78/nerfstudio/images_4/frame_00183.png,2beaca318994c25409dcbb6d0bdd96c3620f2f18aec44ea3f20edd302f18ca78/nerfstudio/images_4/frame_00331.png,2beaca318994,58.812,7.1782,59.3085,59.1939,5.4976
3486,3551,9641a1ed7963ce5ca734cff3e6ccea3dfa8bcb0b0a3ff78f65d32a080de2d71e/nerfstudio/images_4/frame_00259.png,9641a1ed7963ce5ca734cff3e6ccea3dfa8bcb0b0a3ff78f65d32a080de2d71e/nerfstudio/images_4/frame_00324.png,9641a1ed7963,88.5554,11.4395,90.2529,85.5326,4.5045
4205,4323,b3bf9079b442c681749f6bd95cfb0659c6d844f2228b2f4fa4b602a0e3627b9a/nerfstudio/images_4/frame_00198.png,b3bf9079b442c681749f6bd95cfb0659c6d844f2228b2f4fa4b602a0e3627b9a/nerfstudio/images_4/frame_00316.png,b3bf9079b442,70.739,4.8822,73.92,70.8845,8.2425
4198,4343,b3bf9079b442c681749f6bd95cfb0659c6d844f2228b2f4fa4b602a0e3627b9a/nerfstudio/images_4/frame_00191.png,b3bf9079b442c681749f6bd95cfb0659c6d844f2228b2f4fa4b602a0e3627b9a/nerfstudio/images_4/frame_00336.png,b3bf9079b442,59.5144,13.4024,64.6948,60.6996,8.795
5522,5703,cd9c981eeb4a9091547af19181b382698e9d9eee0a838c7c9783a8a268af6aee/nerfstudio/images_4/frame_00087.png,cd9c981eeb4a9091547af19181b382698e9d9eee0a838c7c9783a8a268af6aee/nerfstudio/images_4/frame_00268.png,cd9c981eeb4a,51.4498,0.4787,52.4801,51.3669,5.584
5462,5549,cd9c981eeb4a9091547af19181b382698e9d9eee0a838c7c9783a8a268af6aee/nerfstudio/images_4/frame_00027.png,cd9c981eeb4a9091547af19181b382698e9d9eee0a838c7c9783a8a268af6aee/nerfstudio/images_4/frame_00114.png,cd9c981eeb4a,55.9604,2.6675,56.4207,55.9652,9.7961
3038,3178,5c8dafad7d782c76ffad8c14e9e1244ce2b83aa12324c54a3cc10176964acf04/nerfstudio/images_4/frame_00172.png,5c8dafad7d782c76ffad8c14e9e1244ce2b83aa12324c54a3cc10176964acf04/nerfstudio/images_4/frame_00312.png,5c8dafad7d78,65.6293,7.0034,65.7691,65.7623,7.8261
4186,4340,b3bf9079b442c681749f6bd95cfb0659c6d844f2228b2f4fa4b602a0e3627b9a/nerfstudio/images_4/frame_00179.png,b3bf9079b442c681749f6bd95cfb0659c6d844f2228b2f4fa4b602a0e3627b9a/nerfstudio/images_4/frame_00333.png,b3bf9079b442,75.2977,9.5572,80.8921,75.427,9.8145
4511,4619,b6d1134cb03c855d246f916beaa2d3d01290cf47937a5176011ff39b850ec615/nerfstudio/images_4/frame_00137.png,b6d1134cb03c855d246f916beaa2d3d01290cf47937a5176011ff39b850ec615/nerfstudio/images_4/frame_00245.png,b6d1134cb03c,64.8446,17.9014,67.4578,66.9986,9.5622
11,192,0569e83fdc248a51fc0ab082ce5e2baff15755c53c207f545e6d02d91f01d166/nerfstudio/images_4/frame_00012.png,0569e83fdc248a51fc0ab082ce5e2baff15755c53c207f545e6d02d91f01d166/nerfstudio/images_4/frame_00193.png,0569e83fdc24,66.122,0.1252,66.029,65.9916,5.959
6175,6376,d9b6376623741313bf6da6bf4cdb9828be614a2ce9390ceb3f31cd535d661a75/nerfstudio/images_4/frame_00110.png,d9b6376623741313bf6da6bf4cdb9828be614a2ce9390ceb3f31cd535d661a75/nerfstudio/images_4/frame_00315.png,d9b637662374,79.9952,8.1534,80.3156,80.3154,5.6849
3633,3908,9c8c0e0fadd97abf60088f667eba058ef077a71a8c0f5a4eff2782aa97f1ceb8/nerfstudio/images_4/frame_00025.png,9c8c0e0fadd97abf60088f667eba058ef077a71a8c0f5a4eff2782aa97f1ceb8/nerfstudio/images_4/frame_00300.png,9c8c0e0fadd9,87.6884,8.0641,87.8302,86.8899,5.1862
2644,2831,56452d9cd9e2e034764132a57058517ab085e1352f9664d2d1e10e98741334fc/nerfstudio/images_4/frame_00120.png,56452d9cd9e2e034764132a57058517ab085e1352f9664d2d1e10e98741334fc/nerfstudio/images_4/frame_00307.png,56452d9cd9e2,53.293,8.6885,54.5278,53.9208,7.2327
2591,2813,56452d9cd9e2e034764132a57058517ab085e1352f9664d2d1e10e98741334fc/nerfstudio/images_4/frame_00067.png,56452d9cd9e2e034764132a57058517ab085e1352f9664d2d1e10e98741334fc/nerfstudio/images_4/frame_00289.png,56452d9cd9e2,83.6811,5.7903,86.0037,83.5025,9.0857
7280,7458,f71ac346cd0fc4652a89afb37044887ec3907d37d01d1ceb0ad28e1a780d8e03/nerfstudio/images_4/frame_00152.png,f71ac346cd0fc4652a89afb37044887ec3907d37d01d1ceb0ad28e1a780d8e03/nerfstudio/images_4/frame_00330.png,f71ac346cd0f,59.2533,5.9621,59.4429,59.4212,7.3755
2344,2494,493816813d2d6d248eb3c2b0b77b63e54235266e9a06e270fd0d282f13960493/nerfstudio/images_4/frame_00174.png,493816813d2d6d248eb3c2b0b77b63e54235266e9a06e270fd0d282f13960493/nerfstudio/images_4/frame_00324.png,493816813d2d,67.5355,8.9764,67.9581,67.8298,4.5649
2363,2388,493816813d2d6d248eb3c2b0b77b63e54235266e9a06e270fd0d282f13960493/nerfstudio/images_4/frame_00193.png,493816813d2d6d248eb3c2b0b77b63e54235266e9a06e270fd0d282f13960493/nerfstudio/images_4/frame_00218.png,493816813d2d,68.5166,12.3711,69.7633,68.4174,3.4153
6178,6449,d9b6376623741313bf6da6bf4cdb9828be614a2ce9390ceb3f31cd535d661a75/nerfstudio/images_4/frame_00113.png,d9b6376623741313bf6da6bf4cdb9828be614a2ce9390ceb3f31cd535d661a75/nerfstudio/images_4/frame_00388.png,d9b637662374,52.7133,4.9781,52.9276,52.901,2.5415
6286,6349,d9b6376623741313bf6da6bf4cdb9828be614a2ce9390ceb3f31cd535d661a75/nerfstudio/images_4/frame_00225.png,d9b6376623741313bf6da6bf4cdb9828be614a2ce9390ceb3f31cd535d661a75/nerfstudio/images_4/frame_00288.png,d9b637662374,75.7973,24.0954,82.0602,76.1324,3.1758
874,1059,1264931635e127fb905c8953cbc2deadd0c763e633af7fbd9405a61ca849710c/nerfstudio/images_4/frame_00158.png,1264931635e127fb905c8953cbc2deadd0c763e633af7fbd9405a61ca849710c/nerfstudio/images_4/frame_00343.png,1264931635e1,81.1653,5.9447,81.793,81.0724,4.7796
20,112,0569e83fdc248a51fc0ab082ce5e2baff15755c53c207f545e6d02d91f01d166/nerfstudio/images_4/frame_00021.png,0569e83fdc248a51fc0ab082ce5e2baff15755c53c207f545e6d02d91f01d166/nerfstudio/images_4/frame_00113.png,0569e83fdc24,77.241,2.7216,77.3918,77.1024,8.264
4796,5023,c37109a55effe0000f8e40652ca935376e75bcb2a0b56de8eabd20a26e2a0f68/nerfstudio/images_4/frame_00035.png,c37109a55effe0000f8e40652ca935376e75bcb2a0b56de8eabd20a26e2a0f68/nerfstudio/images_4/frame_00262.png,c37109a55eff,89.4195,11.7506,90.1653,90.012,5.4754
2974,3106,5c8dafad7d782c76ffad8c14e9e1244ce2b83aa12324c54a3cc10176964acf04/nerfstudio/images_4/frame_00108.png,5c8dafad7d782c76ffad8c14e9e1244ce2b83aa12324c54a3cc10176964acf04/nerfstudio/images_4/frame_00240.png,5c8dafad7d78,79.7665,2.8025,79.3953,79.3503,7.0089
4773,4803,c37109a55effe0000f8e40652ca935376e75bcb2a0b56de8eabd20a26e2a0f68/nerfstudio/images_4/frame_00012.png,c37109a55effe0000f8e40652ca935376e75bcb2a0b56de8eabd20a26e2a0f68/nerfstudio/images_4/frame_00042.png,c37109a55eff,64.7657,3.574,64.891,64.1591,3.3125
3641,3673,9c8c0e0fadd97abf60088f667eba058ef077a71a8c0f5a4eff2782aa97f1ceb8/nerfstudio/images_4/frame_00033.png,9c8c0e0fadd97abf60088f667eba058ef077a71a8c0f5a4eff2782aa97f1ceb8/nerfstudio/images_4/frame_00065.png,9c8c0e0fadd9,73.8556,1.8889,74.8437,71.515,5.1454
3971,3991,9c8c0e0fadd97abf60088f667eba058ef077a71a8c0f5a4eff2782aa97f1ceb8/nerfstudio/images_4/frame_00363.png,9c8c0e0fadd97abf60088f667eba058ef077a71a8c0f5a4eff2782aa97f1ceb8/nerfstudio/images_4/frame_00383.png,9c8c0e0fadd9,85.1622,2.2126,85.262,85.0624,5.2559
2181,2208,493816813d2d6d248eb3c2b0b77b63e54235266e9a06e270fd0d282f13960493/nerfstudio/images_4/frame_00011.png,493816813d2d6d248eb3c2b0b77b63e54235266e9a06e270fd0d282f13960493/nerfstudio/images_4/frame_00038.png,493816813d2d,65.6959,1.0022,65.5933,65.2935,4.3238
3045,3156,5c8dafad7d782c76ffad8c14e9e1244ce2b83aa12324c54a3cc10176964acf04/nerfstudio/images_4/frame_00179.png,5c8dafad7d782c76ffad8c14e9e1244ce2b83aa12324c54a3cc10176964acf04/nerfstudio/images_4/frame_00290.png,5c8dafad7d78,50.863,0.7375,51.0966,50.8576,8.2975
6999,7085,e78f8cebd2bd93d960bfaeac18fac0bb2524f15c44288903cd20b73e599e8a81/nerfstudio/images_4/frame_00180.png,e78f8cebd2bd93d960bfaeac18fac0bb2524f15c44288903cd20b73e599e8a81/nerfstudio/images_4/frame_00266.png,e78f8cebd2bd,64.7935,1.8251,64.6112,64.1171,7.9095
