pair_idx,rel_a,rel_b,scene,yaw_diff_deg,pitch_diff_deg,rot_deg,rot_err_deg,trans_dir_err_deg
86,5f0041e53d59d67c3ca25db97b269db183a532c4566a6bc46ca0e69cfa4234ad/colmap/images/frame_00018.png,5f0041e53d59d67c3ca25db97b269db183a532c4566a6bc46ca0e69cfa4234ad/colmap/images/frame_00166.png,5f0041e53d59,62.4026,0.8855,63.8182,3.1167213647148393,1.3331588649439978
87,e8ce51b6abfe05bf8dca47e29c8be6c1e6de27a8c9fece7a121400b931b2ca0f/colmap/images/frame_00169.png,e8ce51b6abfe05bf8dca47e29c8be6c1e6de27a8c9fece7a121400b931b2ca0f/colmap/images/frame_00285.png,e8ce51b6abfe,54.4737,4.2129,58.1829,1.6250790149310057,1.2936756561886198
88,ba55c875d20c34ee85ffc72264c4d77710852e5fb7d9ce4b9c26a8442850e98f/colmap/images/frame_00260.png,ba55c875d20c34ee85ffc72264c4d77710852e5fb7d9ce4b9c26a8442850e98f/colmap/images/frame_00351.png,ba55c875d20c,77.7375,7.7072,78.4123,6.875815873257109,2.010121985238905
89,cd9c981eeb4a9091547af19181b382698e9d9eee0a838c7c9783a8a268af6aee/colmap/images/frame_00162.png,cd9c981eeb4a9091547af19181b382698e9d9eee0a838c7c9783a8a268af6aee/colmap/images/frame_00287.png,cd9c981eeb4a,79.3328,31.8449,87.891,112.96148179737115,80.19298118130693
90,cbd44beb04f9c98f2d2c5affff89a6e0a72c25f1aa0c6f660fbd9e4d26702f8b/colmap/images/frame_00016.png,cbd44beb04f9c98f2d2c5affff89a6e0a72c25f1aa0c6f660fbd9e4d26702f8b/colmap/images/frame_00262.png,cbd44beb04f9,71.9855,14.609,73.1062,0.2525090929307508,0.5143266179990436
91,800cf88687a79c232700454c2f5a402e771bc7157037a17b0ce93da365b25575/colmap/images/frame_00130.png,800cf88687a79c232700454c2f5a402e771bc7157037a17b0ce93da365b25575/colmap/images/frame_00188.png,800cf88687a7,74.8716,0.1123,75.9939,4.992506126560111,5.0142582740907065
92,e8ce51b6abfe05bf8dca47e29c8be6c1e6de27a8c9fece7a121400b931b2ca0f/colmap/images/frame_00134.png,e8ce51b6abfe05bf8dca47e29c8be6c1e6de27a8c9fece7a121400b931b2ca0f/colmap/images/frame_00285.png,e8ce51b6abfe,56.6548,12.7674,64.8922,2.098530402505572,0.4134497223876119
93,ba55c875d20c34ee85ffc72264c4d77710852e5fb7d9ce4b9c26a8442850e98f/colmap/images/frame_00239.png,ba55c875d20c34ee85ffc72264c4d77710852e5fb7d9ce4b9c26a8442850e98f/colmap/images/frame_00339.png,ba55c875d20c,83.8964,8.7518,84.8292,5.633021401306901,2.4549581516678467
94,5f0041e53d59d67c3ca25db97b269db183a532c4566a6bc46ca0e69cfa4234ad/colmap/images/frame_00179.png,5f0041e53d59d67c3ca25db97b269db183a532c4566a6bc46ca0e69cfa4234ad/colmap/images/frame_00299.png,5f0041e53d59,71.862,4.4289,73.4853,2.4699649595597464,0.5284433134397856
95,cc08c0bdc34ddd2867705d0b17a86ec2a9d7c7926ce99070ed1fdc66a812de07/colmap/images/frame_00068.png,cc08c0bdc34ddd2867705d0b17a86ec2a9d7c7926ce99070ed1fdc66a812de07/colmap/images/frame_00135.png,cc08c0bdc34d,50.5793,0.0664,51.9606,8.183779406213477,5.504784159057545
96,cbd44beb04f9c98f2d2c5affff89a6e0a72c25f1aa0c6f660fbd9e4d26702f8b/colmap/images/frame_00047.png,cbd44beb04f9c98f2d2c5affff89a6e0a72c25f1aa0c6f660fbd9e4d26702f8b/colmap/images/frame_00131.png,cbd44beb04f9,84.1198,0.1212,87.1331,2.612876526908646,2.2014958267306532
97,5f0041e53d59d67c3ca25db97b269db183a532c4566a6bc46ca0e69cfa4234ad/colmap/images/frame_00164.png,5f0041e53d59d67c3ca25db97b269db183a532c4566a6bc46ca0e69cfa4234ad/colmap/images/frame_00304.png,5f0041e53d59,74.6165,2.9132,75.7571,4.443141925066688,1.6203433191929224
98,800cf88687a79c232700454c2f5a402e771bc7157037a17b0ce93da365b25575/colmap/images/frame_00113.png,800cf88687a79c232700454c2f5a402e771bc7157037a17b0ce93da365b25575/colmap/images/frame_00298.png,800cf88687a7,75.7282,5.5512,77.7457,2.56184645575857,6.07227213159932
99,800cf88687a79c232700454c2f5a402e771bc7157037a17b0ce93da365b25575/colmap/images/frame_00077.png,800cf88687a79c232700454c2f5a402e771bc7157037a17b0ce93da365b25575/colmap/images/frame_00173.png,800cf88687a7,69.2841,7.6747,70.9728,1.9098124078095093,4.045452268855897
100,dafa9c7cbda9d1ddaa8a2b51fc8c54f4eb44161f5e5c53685dc744580ca77751/colmap/images/frame_00224.png,dafa9c7cbda9d1ddaa8a2b51fc8c54f4eb44161f5e5c53685dc744580ca77751/colmap/images/frame_00258.png,dafa9c7cbda9,76.503,1.4922,76.4847,76.4846929901882,180.0
101,5f0041e53d59d67c3ca25db97b269db183a532c4566a6bc46ca0e69cfa4234ad/colmap/images/frame_00125.png,5f0041e53d59d67c3ca25db97b269db183a532c4566a6bc46ca0e69cfa4234ad/colmap/images/frame_00261.png,5f0041e53d59,52.8387,0.105,53.4708,2.1449731358251087,1.9006807826646486
102,ba55c875d20c34ee85ffc72264c4d77710852e5fb7d9ce4b9c26a8442850e98f/colmap/images/frame_00094.png,ba55c875d20c34ee85ffc72264c4d77710852e5fb7d9ce4b9c26a8442850e98f/colmap/images/frame_00285.png,ba55c875d20c,53.4287,5.3979,53.8356,9.46298186623591,9.305622395797291
103,dafa9c7cbda9d1ddaa8a2b51fc8c54f4eb44161f5e5c53685dc744580ca77751/colmap/images/frame_00033.png,dafa9c7cbda9d1ddaa8a2b51fc8c54f4eb44161f5e5c53685dc744580ca77751/colmap/images/frame_00276.png,dafa9c7cbda9,82.1781,12.3202,83.1957,83.19571963313587,180.0
104,9c8c0e0fadd97abf60088f667eba058ef077a71a8c0f5a4eff2782aa97f1ceb8/colmap/images/frame_00159.png,9c8c0e0fadd97abf60088f667eba058ef077a71a8c0f5a4eff2782aa97f1ceb8/colmap/images/frame_00218.png,9c8c0e0fadd9,89.4692,3.6321,92.1479,7.3898020218831,3.699685211034102
105,cbd44beb04f9c98f2d2c5affff89a6e0a72c25f1aa0c6f660fbd9e4d26702f8b/colmap/images/frame_00077.png,cbd44beb04f9c98f2d2c5affff89a6e0a72c25f1aa0c6f660fbd9e4d26702f8b/colmap/images/frame_00176.png,cbd44beb04f9,75.9138,6.681,77.6056,1.5295646906851632,2.048605302753337
106,800cf88687a79c232700454c2f5a402e771bc7157037a17b0ce93da365b25575/colmap/images/frame_00113.png,800cf88687a79c232700454c2f5a402e771bc7157037a17b0ce93da365b25575/colmap/images/frame_00172.png,800cf88687a7,77.9671,5.8343,80.037,3.2850080318595034,0.5518663443651043
107,cc08c0bdc34ddd2867705d0b17a86ec2a9d7c7926ce99070ed1fdc66a812de07/colmap/images/frame_00165.png,cc08c0bdc34ddd2867705d0b17a86ec2a9d7c7926ce99070ed1fdc66a812de07/colmap/images/frame_00323.png,cc08c0bdc34d,66.4953,7.3063,67.5707,9.678383362187926,5.6250179742175295
108,cc08c0bdc34ddd2867705d0b17a86ec2a9d7c7926ce99070ed1fdc66a812de07/colmap/images/frame_00156.png,cc08c0bdc34ddd2867705d0b17a86ec2a9d7c7926ce99070ed1fdc66a812de07/colmap/images/frame_00302.png,cc08c0bdc34d,72.114,6.737,73.4574,10.838584377321908,6.191820893776465
109,800cf88687a79c232700454c2f5a402e771bc7157037a17b0ce93da365b25575/colmap/images/frame_00110.png,800cf88687a79c232700454c2f5a402e771bc7157037a17b0ce93da365b25575/colmap/images/frame_00327.png,800cf88687a7,60.2013,18.7156,69.0149,1.8337045481653858,2.5996394008696995
110,dac9796dd69e1c25277e29d7e30af4f21e3b575d62a0a208c2b3d1211e2d5d77/colmap/images/frame_00152.png,dac9796dd69e1c25277e29d7e30af4f21e3b575d62a0a208c2b3d1211e2d5d77/colmap/images/frame_00253.png,dac9796dd69e,82.3896,20.7851,86.0954,6.139067200863009,1.719221831235313
111,cd9c981eeb4a9091547af19181b382698e9d9eee0a838c7c9783a8a268af6aee/colmap/images/frame_00138.png,cd9c981eeb4a9091547af19181b382698e9d9eee0a838c7c9783a8a268af6aee/colmap/images/frame_00248.png,cd9c981eeb4a,83.7994,22.937,89.2114,8.112378983390617,9.532842964049477
112,cd9c981eeb4a9091547af19181b382698e9d9eee0a838c7c9783a8a268af6aee/colmap/images/frame_00016.png,cd9c981eeb4a9091547af19181b382698e9d9eee0a838c7c9783a8a268af6aee/colmap/images/frame_00151.png,cd9c981eeb4a,68.2752,1.3462,70.1506,5.6387304340383615,6.903938335588081
113,800cf88687a79c232700454c2f5a402e771bc7157037a17b0ce93da365b25575/colmap/images/frame_00018.png,800cf88687a79c232700454c2f5a402e771bc7157037a17b0ce93da365b25575/colmap/images/frame_00095.png,800cf88687a7,79.4554,3.7561,80.9044,1.754642857349586,1.9699379621254254
114,cbd44beb04f9c98f2d2c5affff89a6e0a72c25f1aa0c6f660fbd9e4d26702f8b/colmap/images/frame_00046.png,cbd44beb04f9c98f2d2c5affff89a6e0a72c25f1aa0c6f660fbd9e4d26702f8b/colmap/images/frame_00099.png,cbd44beb04f9,60.5489,2.8853,62.9488,2.0306669499395364,2.6922017960521973
115,800cf88687a79c232700454c2f5a402e771bc7157037a17b0ce93da365b25575/colmap/images/frame_00033.png,800cf88687a79c232700454c2f5a402e771bc7157037a17b0ce93da365b25575/colmap/images/frame_00125.png,800cf88687a7,58.0186,1.5483,58.7171,1.8188413127443515,4.201027799035103
116,9c8c0e0fadd97abf60088f667eba058ef077a71a8c0f5a4eff2782aa97f1ceb8/colmap/images/frame_00310.png,9c8c0e0fadd97abf60088f667eba058ef077a71a8c0f5a4eff2782aa97f1ceb8/colmap/images/frame_00396.png,9c8c0e0fadd9,54.8226,20.5059,58.0665,3.470556616042767,3.7424903267837646
117,cbd44beb04f9c98f2d2c5affff89a6e0a72c25f1aa0c6f660fbd9e4d26702f8b/colmap/images/frame_00133.png,cbd44beb04f9c98f2d2c5affff89a6e0a72c25f1aa0c6f660fbd9e4d26702f8b/colmap/images/frame_00296.png,cbd44beb04f9,73.0031,10.9685,77.176,1.9589959843644917,1.858096949157184
118,5f0041e53d59d67c3ca25db97b269db183a532c4566a6bc46ca0e69cfa4234ad/colmap/images/frame_00181.png,5f0041e53d59d67c3ca25db97b269db183a532c4566a6bc46ca0e69cfa4234ad/colmap/images/frame_00272.png,5f0041e53d59,62.0992,3.2746,63.5858,1.4259037448645284,0.1920528302613136
119,5f0041e53d59d67c3ca25db97b269db183a532c4566a6bc46ca0e69cfa4234ad/colmap/images/frame_00199.png,5f0041e53d59d67c3ca25db97b269db183a532c4566a6bc46ca0e69cfa4234ad/colmap/images/frame_00321.png,5f0041e53d59,68.6868,6.7402,70.0363,2.4092452871665953,1.7430980955271589
120,800cf88687a79c232700454c2f5a402e771bc7157037a17b0ce93da365b25575/colmap/images/frame_00114.png,800cf88687a79c232700454c2f5a402e771bc7157037a17b0ce93da365b25575/colmap/images/frame_00289.png,800cf88687a7,61.8725,5.9272,63.4352,7.282127207239578,45.286302653159254
121,9c8c0e0fadd97abf60088f667eba058ef077a71a8c0f5a4eff2782aa97f1ceb8/colmap/images/frame_00096.png,9c8c0e0fadd97abf60088f667eba058ef077a71a8c0f5a4eff2782aa97f1ceb8/colmap/images/frame_00298.png,9c8c0e0fadd9,52.0493,5.4179,51.9195,4.44701666177954,1.2636716983009106
122,9c8c0e0fadd97abf60088f667eba058ef077a71a8c0f5a4eff2782aa97f1ceb8/colmap/images/frame_00047.png,9c8c0e0fadd97abf60088f667eba058ef077a71a8c0f5a4eff2782aa97f1ceb8/colmap/images/frame_00151.png,9c8c0e0fadd9,55.8585,9.5839,55.5039,1.2263336712977735,1.4744879482152877
123,cd9c981eeb4a9091547af19181b382698e9d9eee0a838c7c9783a8a268af6aee/colmap/images/frame_00131.png,cd9c981eeb4a9091547af19181b382698e9d9eee0a838c7c9783a8a268af6aee/colmap/images/frame_00240.png,cd9c981eeb4a,88.9028,14.1957,91.8328,7.841121739869018,8.678151312745863
124,dac9796dd69e1c25277e29d7e30af4f21e3b575d62a0a208c2b3d1211e2d5d77/colmap/images/frame_00104.png,dac9796dd69e1c25277e29d7e30af4f21e3b575d62a0a208c2b3d1211e2d5d77/colmap/images/frame_00184.png,dac9796dd69e,77.0009,7.7838,77.7379,77.7379060786194,180.0
125,800cf88687a79c232700454c2f5a402e771bc7157037a17b0ce93da365b25575/colmap/images/frame_00003.png,800cf88687a79c232700454c2f5a402e771bc7157037a17b0ce93da365b25575/colmap/images/frame_00113.png,800cf88687a7,85.8941,2.0213,88.5586,1.7883620334901436,0.4125159173966902
126,800cf88687a79c232700454c2f5a402e771bc7157037a17b0ce93da365b25575/colmap/images/frame_00067.png,800cf88687a79c232700454c2f5a402e771bc7157037a17b0ce93da365b25575/colmap/images/frame_00187.png,800cf88687a7,68.93,4.6341,70.635,2.4909820563079004,1.6214355761353254
127,cbd44beb04f9c98f2d2c5affff89a6e0a72c25f1aa0c6f660fbd9e4d26702f8b/colmap/images/frame_00058.png,cbd44beb04f9c98f2d2c5affff89a6e0a72c25f1aa0c6f660fbd9e4d26702f8b/colmap/images/frame_00113.png,cbd44beb04f9,59.5089,2.824,61.703,1.3906432525089927,0.22941446783862995
128,dafa9c7cbda9d1ddaa8a2b51fc8c54f4eb44161f5e5c53685dc744580ca77751/colmap/images/frame_00033.png,dafa9c7cbda9d1ddaa8a2b51fc8c54f4eb44161f5e5c53685dc744580ca77751/colmap/images/frame_00065.png,dafa9c7cbda9,66.0072,0.2391,66.11,66.10998012446399,180.0
129,cbd44beb04f9c98f2d2c5affff89a6e0a72c25f1aa0c6f660fbd9e4d26702f8b/colmap/images/frame_00140.png,cbd44beb04f9c98f2d2c5affff89a6e0a72c25f1aa0c6f660fbd9e4d26702f8b/colmap/images/frame_00285.png,cbd44beb04f9,67.578,13.7461,72.2948,2.537664251444148,0.7714996685290658
130,cbd44beb04f9c98f2d2c5affff89a6e0a72c25f1aa0c6f660fbd9e4d26702f8b/colmap/images/frame_00086.png,cbd44beb04f9c98f2d2c5affff89a6e0a72c25f1aa0c6f660fbd9e4d26702f8b/colmap/images/frame_00173.png,cbd44beb04f9,61.1056,7.2458,62.9744,1.0042638609668246,0.9335643035227003
131,cbd44beb04f9c98f2d2c5affff89a6e0a72c25f1aa0c6f660fbd9e4d26702f8b/colmap/images/frame_00021.png,cbd44beb04f9c98f2d2c5affff89a6e0a72c25f1aa0c6f660fbd9e4d26702f8b/colmap/images/frame_00092.png,cbd44beb04f9,77.4666,4.1294,79.8695,0.5451505165844953,0.768939983271063
132,800cf88687a79c232700454c2f5a402e771bc7157037a17b0ce93da365b25575/colmap/images/frame_00095.png,800cf88687a79c232700454c2f5a402e771bc7157037a17b0ce93da365b25575/colmap/images/frame_00234.png,800cf88687a7,52.995,6.821,55.95,24.859667158639315,1.846765179716877
133,cbd44beb04f9c98f2d2c5affff89a6e0a72c25f1aa0c6f660fbd9e4d26702f8b/colmap/images/frame_00090.png,cbd44beb04f9c98f2d2c5affff89a6e0a72c25f1aa0c6f660fbd9e4d26702f8b/colmap/images/frame_00153.png,cbd44beb04f9,57.2506,3.6044,58.4506,1.2228680106930032,0.7074469275907246
134,cd9c981eeb4a9091547af19181b382698e9d9eee0a838c7c9783a8a268af6aee/colmap/images/frame_00003.png,cd9c981eeb4a9091547af19181b382698e9d9eee0a838c7c9783a8a268af6aee/colmap/images/frame_00121.png,cd9c981eeb4a,63.5184,9.2951,66.1508,8.678124155467954,2.2287562949175377
135,cd9c981eeb4a9091547af19181b382698e9d9eee0a838c7c9783a8a268af6aee/colmap/images/frame_00132.png,cd9c981eeb4a9091547af19181b382698e9d9eee0a838c7c9783a8a268af6aee/colmap/images/frame_00256.png,cd9c981eeb4a,84.5585,20.9571,89.1995,9.23068860917444,6.400534975983181
136,e8ce51b6abfe05bf8dca47e29c8be6c1e6de27a8c9fece7a121400b931b2ca0f/colmap/images/frame_00154.png,e8ce51b6abfe05bf8dca47e29c8be6c1e6de27a8c9fece7a121400b931b2ca0f/colmap/images/frame_00374.png,e8ce51b6abfe,63.238,1.1187,67.9776,0.4708858121057118,0.6851519117942537
137,dafa9c7cbda9d1ddaa8a2b51fc8c54f4eb44161f5e5c53685dc744580ca77751/colmap/images/frame_00015.png,dafa9c7cbda9d1ddaa8a2b51fc8c54f4eb44161f5e5c53685dc744580ca77751/colmap/images/frame_00220.png,dafa9c7cbda9,88.2295,6.6755,88.6242,88.62416338668025,180.0
138,800cf88687a79c232700454c2f5a402e771bc7157037a17b0ce93da365b25575/colmap/images/frame_00069.png,800cf88687a79c232700454c2f5a402e771bc7157037a17b0ce93da365b25575/colmap/images/frame_00297.png,800cf88687a7,58.7402,7.2786,60.2641,0.7769472263803289,0.8587082557202864
139,cbd44beb04f9c98f2d2c5affff89a6e0a72c25f1aa0c6f660fbd9e4d26702f8b/colmap/images/frame_00129.png,cbd44beb04f9c98f2d2c5affff89a6e0a72c25f1aa0c6f660fbd9e4d26702f8b/colmap/images/frame_00293.png,cbd44beb04f9,67.2445,10.6116,71.4455,1.6745335903292022,0.5454179077259089
140,dafa9c7cbda9d1ddaa8a2b51fc8c54f4eb44161f5e5c53685dc744580ca77751/colmap/images/frame_00026.png,dafa9c7cbda9d1ddaa8a2b51fc8c54f4eb44161f5e5c53685dc744580ca77751/colmap/images/frame_00066.png,dafa9c7cbda9,85.7781,1.9708,86.9594,86.95941236966273,180.0
141,cd9c981eeb4a9091547af19181b382698e9d9eee0a838c7c9783a8a268af6aee/colmap/images/frame_00105.png,cd9c981eeb4a9091547af19181b382698e9d9eee0a838c7c9783a8a268af6aee/colmap/images/frame_00217.png,cd9c981eeb4a,68.4928,4.3114,68.9367,8.43781658673991,1.583013188500225
142,cbd44beb04f9c98f2d2c5affff89a6e0a72c25f1aa0c6f660fbd9e4d26702f8b/colmap/images/frame_00186.png,cbd44beb04f9c98f2d2c5affff89a6e0a72c25f1aa0c6f660fbd9e4d26702f8b/colmap/images/frame_00260.png,cbd44beb04f9,59.8614,18.4412,65.4571,1.5779242137462126,1.150439427023257
143,800cf88687a79c232700454c2f5a402e771bc7157037a17b0ce93da365b25575/colmap/images/frame_00105.png,800cf88687a79c232700454c2f5a402e771bc7157037a17b0ce93da365b25575/colmap/images/frame_00249.png,800cf88687a7,66.6145,1.7512,71.0362,2.7709357806614263,0.47687876585252986
144,5f0041e53d59d67c3ca25db97b269db183a532c4566a6bc46ca0e69cfa4234ad/colmap/images/frame_00132.png,5f0041e53d59d67c3ca25db97b269db183a532c4566a6bc46ca0e69cfa4234ad/colmap/images/frame_00263.png,5f0041e53d59,57.4505,0.5969,58.1407,4.034339620057027,0.7424717101148454
145,cc08c0bdc34ddd2867705d0b17a86ec2a9d7c7926ce99070ed1fdc66a812de07/colmap/images/frame_00150.png,cc08c0bdc34ddd2867705d0b17a86ec2a9d7c7926ce99070ed1fdc66a812de07/colmap/images/frame_00306.png,cc08c0bdc34d,74.2919,6.2535,75.3809,10.731699783621483,3.5331674015449273
146,cbd44beb04f9c98f2d2c5affff89a6e0a72c25f1aa0c6f660fbd9e4d26702f8b/colmap/images/frame_00042.png,cbd44beb04f9c98f2d2c5affff89a6e0a72c25f1aa0c6f660fbd9e4d26702f8b/colmap/images/frame_00233.png,cbd44beb04f9,61.3121,9.4143,62.0723,2.499377316795605,1.1573862455325314
147,cbd44beb04f9c98f2d2c5affff89a6e0a72c25f1aa0c6f660fbd9e4d26702f8b/colmap/images/frame_00037.png,cbd44beb04f9c98f2d2c5affff89a6e0a72c25f1aa0c6f660fbd9e4d26702f8b/colmap/images/frame_00221.png,cbd44beb04f9,80.8826,6.5846,81.9064,2.867438815391283,1.6706428204376556
148,cd9c981eeb4a9091547af19181b382698e9d9eee0a838c7c9783a8a268af6aee/colmap/images/frame_00012.png,cd9c981eeb4a9091547af19181b382698e9d9eee0a838c7c9783a8a268af6aee/colmap/images/frame_00108.png,cd9c981eeb4a,60.8314,4.9233,61.7246,12.999232314924487,12.567046649169324
149,dafa9c7cbda9d1ddaa8a2b51fc8c54f4eb44161f5e5c53685dc744580ca77751/colmap/images/frame_00053.png,dafa9c7cbda9d1ddaa8a2b51fc8c54f4eb44161f5e5c53685dc744580ca77751/colmap/images/frame_00170.png,dafa9c7cbda9,67.522,16.6433,69.6857,69.68565558737062,180.0
150,dafa9c7cbda9d1ddaa8a2b51fc8c54f4eb44161f5e5c53685dc744580ca77751/colmap/images/frame_00002.png,dafa9c7cbda9d1ddaa8a2b51fc8c54f4eb44161f5e5c53685dc744580ca77751/colmap/images/frame_00308.png,dafa9c7cbda9,75.103,30.4988,78.8774,78.8773968528515,180.0
151,cc08c0bdc34ddd2867705d0b17a86ec2a9d7c7926ce99070ed1fdc66a812de07/colmap/images/frame_00152.png,cc08c0bdc34ddd2867705d0b17a86ec2a9d7c7926ce99070ed1fdc66a812de07/colmap/images/frame_00292.png,cc08c0bdc34d,68.5948,3.7578,70.1008,9.948443145586694,5.814219185768576
152,800cf88687a79c232700454c2f5a402e771bc7157037a17b0ce93da365b25575/colmap/images/frame_00004.png,800cf88687a79c232700454c2f5a402e771bc7157037a17b0ce93da365b25575/colmap/images/frame_00141.png,800cf88687a7,64.4011,2.5319,65.3126,2.1469089018967282,0.85375908010152
153,9c8c0e0fadd97abf60088f667eba058ef077a71a8c0f5a4eff2782aa97f1ceb8/colmap/images/frame_00032.png,9c8c0e0fadd97abf60088f667eba058ef077a71a8c0f5a4eff2782aa97f1ceb8/colmap/images/frame_00229.png,9c8c0e0fadd9,67.8398,4.5321,67.0505,4.249948687890179,2.508764368864319
154,5f0041e53d59d67c3ca25db97b269db183a532c4566a6bc46ca0e69cfa4234ad/colmap/images/frame_00004.png,5f0041e53d59d67c3ca25db97b269db183a532c4566a6bc46ca0e69cfa4234ad/colmap/images/frame_00125.png,5f0041e53d59,62.0051,0.0978,63.0869,0.9363855394154591,0.7086039397470715
155,dafa9c7cbda9d1ddaa8a2b51fc8c54f4eb44161f5e5c53685dc744580ca77751/colmap/images/frame_00054.png,dafa9c7cbda9d1ddaa8a2b51fc8c54f4eb44161f5e5c53685dc744580ca77751/colmap/images/frame_00118.png,dafa9c7cbda9,89.7387,11.7626,89.863,89.86302289492072,180.0
156,cc08c0bdc34ddd2867705d0b17a86ec2a9d7c7926ce99070ed1fdc66a812de07/colmap/images/frame_00054.png,cc08c0bdc34ddd2867705d0b17a86ec2a9d7c7926ce99070ed1fdc66a812de07/colmap/images/frame_00154.png,cc08c0bdc34d,63.9285,1.861,65.1163,8.164936896110095,1.7635179972369
157,e8ce51b6abfe05bf8dca47e29c8be6c1e6de27a8c9fece7a121400b931b2ca0f/colmap/images/frame_00190.png,e8ce51b6abfe05bf8dca47e29c8be6c1e6de27a8c9fece7a121400b931b2ca0f/colmap/images/frame_00272.png,e8ce51b6abfe,58.0006,5.5012,59.8694,2.102588288240713,1.385116598472105
158,cd9c981eeb4a9091547af19181b382698e9d9eee0a838c7c9783a8a268af6aee/colmap/images/frame_00035.png,cd9c981eeb4a9091547af19181b382698e9d9eee0a838c7c9783a8a268af6aee/colmap/images/frame_00151.png,cd9c981eeb4a,52.8469,3.0871,54.4549,10.499459510928705,7.93569199052071
159,cc08c0bdc34ddd2867705d0b17a86ec2a9d7c7926ce99070ed1fdc66a812de07/colmap/images/frame_00067.png,cc08c0bdc34ddd2867705d0b17a86ec2a9d7c7926ce99070ed1fdc66a812de07/colmap/images/frame_00143.png,cc08c0bdc34d,59.7525,1.3321,61.1573,9.3563220019673,5.790793336804279
160,cbd44beb04f9c98f2d2c5affff89a6e0a72c25f1aa0c6f660fbd9e4d26702f8b/colmap/images/frame_00017.png,cbd44beb04f9c98f2d2c5affff89a6e0a72c25f1aa0c6f660fbd9e4d26702f8b/colmap/images/frame_00282.png,cbd44beb04f9,55.0145,13.072,56.2601,0.7070095901441831,1.168857319284079
161,800cf88687a79c232700454c2f5a402e771bc7157037a17b0ce93da365b25575/colmap/images/frame_00018.png,800cf88687a79c232700454c2f5a402e771bc7157037a17b0ce93da365b25575/colmap/images/frame_00121.png,800cf88687a7,75.1446,0.8145,76.4686,4.789210080590681,1.18954806606149
162,cbd44beb04f9c98f2d2c5affff89a6e0a72c25f1aa0c6f660fbd9e4d26702f8b/colmap/images/frame_00161.png,cbd44beb04f9c98f2d2c5affff89a6e0a72c25f1aa0c6f660fbd9e4d26702f8b/colmap/images/frame_00257.png,cbd44beb04f9,63.3221,12.8757,67.7049,3.710400918192068,4.439416111997088
163,e8ce51b6abfe05bf8dca47e29c8be6c1e6de27a8c9fece7a121400b931b2ca0f/colmap/images/frame_00127.png,e8ce51b6abfe05bf8dca47e29c8be6c1e6de27a8c9fece7a121400b931b2ca0f/colmap/images/frame_00269.png,e8ce51b6abfe,69.9397,16.785,77.1406,1.5338727196066204,0.4533823381052228
164,5f0041e53d59d67c3ca25db97b269db183a532c4566a6bc46ca0e69cfa4234ad/colmap/images/frame_00121.png,5f0041e53d59d67c3ca25db97b269db183a532c4566a6bc46ca0e69cfa4234ad/colmap/images/frame_00289.png,5f0041e53d59,58.9903,0.385,59.8174,2.700341323632969,1.675700599671444
165,cbd44beb04f9c98f2d2c5affff89a6e0a72c25f1aa0c6f660fbd9e4d26702f8b/colmap/images/frame_00005.png,cbd44beb04f9c98f2d2c5affff89a6e0a72c25f1aa0c6f660fbd9e4d26702f8b/colmap/images/frame_00256.png,cbd44beb04f9,81.9108,13.2571,82.7704,2.0820976989830817,1.7378363609301672
166,800cf88687a79c232700454c2f5a402e771bc7157037a17b0ce93da365b25575/colmap/images/frame_00105.png,800cf88687a79c232700454c2f5a402e771bc7157037a17b0ce93da365b25575/colmap/images/frame_00242.png,800cf88687a7,58.0615,3.1786,62.8144,9.976847600042069,6.610893759182323
167,cc08c0bdc34ddd2867705d0b17a86ec2a9d7c7926ce99070ed1fdc66a812de07/colmap/images/frame_00219.png,cc08c0bdc34ddd2867705d0b17a86ec2a9d7c7926ce99070ed1fdc66a812de07/colmap/images/frame_00305.png,cc08c0bdc34d,53.0886,1.4064,53.5326,6.913316108262231,1.233326690187129
168,cbd44beb04f9c98f2d2c5affff89a6e0a72c25f1aa0c6f660fbd9e4d26702f8b/colmap/images/frame_00153.png,cbd44beb04f9c98f2d2c5affff89a6e0a72c25f1aa0c6f660fbd9e4d26702f8b/colmap/images/frame_00288.png,cbd44beb04f9,85.854,11.8628,89.769,4.264691942978584,2.9636953579912615
169,800cf88687a79c232700454c2f5a402e771bc7157037a17b0ce93da365b25575/colmap/images/frame_00095.png,800cf88687a79c232700454c2f5a402e771bc7157037a17b0ce93da365b25575/colmap/images/frame_00330.png,800cf88687a7,59.447,20.7274,67.1024,3.2093083655398944,7.068668715504049
170,800cf88687a79c232700454c2f5a402e771bc7157037a17b0ce93da365b25575/colmap/images/frame_00104.png,800cf88687a79c232700454c2f5a402e771bc7157037a17b0ce93da365b25575/colmap/images/frame_00283.png,800cf88687a7,57.2814,12.6191,61.1685,12.405354224117394,19.756056552040008
171,cd9c981eeb4a9091547af19181b382698e9d9eee0a838c7c9783a8a268af6aee/colmap/images/frame_00109.png,cd9c981eeb4a9091547af19181b382698e9d9eee0a838c7c9783a8a268af6aee/colmap/images/frame_00270.png,cd9c981eeb4a,83.4349,0.7581,84.4719,10.603574134661566,3.8148303566028137
