pair_idx,pair_source,scene_name,sequence_name,sequence_b,split_a,split_b,rel_a,rel_b,yaw_diff_deg,pitch_diff_deg,geodesic_rot_deg,baseline,frame_idx_a,frame_idx_b,overlap_amount,metadata_scene,pose_source,quat_convention
3980,selp_metadata,Street,img_north,img_south,,,Street/img_north/image_north_2_0555.png,Street/img_south/image_south_1_0084.png,148.778524,0.148875,148.825913,,,,none,Street,selp_npy_quaternion,w2c
4539,selp_metadata,Street,img,img_south,,,Street/img/image2_000679.png,Street/img_south/image_south_1_0249.png,148.766057,0.574425,148.992384,,,,none,Street,selp_npy_quaternion,w2c
4106,selp_metadata,Street,img_north,img_south,,,Street/img_north/image_north_2_0552.png,Street/img_south/image_south_1_0086.png,148.749673,0.712472,148.840219,,,,none,Street,selp_npy_quaternion,w2c
3950,selp_metadata,Street,img_north,img_south,,,Street/img_north/image_north_2_0548.png,Street/img_south/image_south_1_0090.png,148.639694,0.178942,148.880277,,,,none,Street,selp_npy_quaternion,w2c
1,selp_metadata,GreatCourt,seq2,seq5,,,GreatCourt/seq2/frame00251.png,GreatCourt/seq5/frame00378.png,148.581648,3.681158,149.287791,,,,none,GreatCourt,selp_npy_quaternion,w2c
4946,selp_metadata,Street,img,img,,,Street/img/image1_000330.png,Street/img/image2_000062.png,148.579053,0.223537,148.582460,,,,none,Street,selp_npy_quaternion,w2c
4304,selp_metadata,Street,img_north,img,,,Street/img_north/image_north_1_0519.png,Street/img/image2_000261.png,148.553856,2.024943,148.594636,,,,none,Street,selp_npy_quaternion,w2c
3869,selp_metadata,Street,img,img_south,,,Street/img/image2_000110.png,Street/img_south/image_south_1_0097.png,148.538882,1.645234,148.563868,,,,none,Street,selp_npy_quaternion,w2c
4817,selp_metadata,Street,img,img,,,Street/img/image2_000682.png,Street/img/image2_000770.png,148.537451,1.161280,148.790960,,,,none,Street,selp_npy_quaternion,w2c
3844,selp_metadata,Street,img_north,img,,,Street/img_north/image_north_2_0188.png,Street/img/image2_001660.png,148.530595,0.463269,148.531068,,,,none,Street,selp_npy_quaternion,w2c
4811,selp_metadata,Street,img,img_north,,,Street/img/image2_001534.png,Street/img_north/image_north_1_0249.png,148.506557,0.911926,148.549759,,,,none,Street,selp_npy_quaternion,w2c
5122,selp_metadata,Street,img,img_south,,,Street/img/image2_001033.png,Street/img_south/image_south_1_0326.png,148.461561,1.182352,148.511613,,,,none,Street,selp_npy_quaternion,w2c
2064,selp_metadata,Street,img,img_south,,,Street/img/image2_000607.png,Street/img_south/image_south_1_0223.png,148.445883,0.605861,148.484746,,,,none,Street,selp_npy_quaternion,w2c
3614,selp_metadata,Street,img_north,img,,,Street/img_north/image_north_2_0187.png,Street/img/image2_001660.png,148.424414,0.668627,148.453872,,,,none,Street,selp_npy_quaternion,w2c
3691,selp_metadata,Street,img,img_south,,,Street/img/image2_000109.png,Street/img_south/image_south_1_0096.png,148.318126,0.406794,148.336194,,,,none,Street,selp_npy_quaternion,w2c
3148,selp_metadata,Street,img_north,img_south,,,Street/img_north/image_north_2_0547.png,Street/img_south/image_south_1_0091.png,148.237023,0.319172,148.469274,,,,none,Street,selp_npy_quaternion,w2c
4068,selp_metadata,Street,img_north,img_south,,,Street/img_north/image_north_2_0554.png,Street/img_south/image_south_1_0084.png,148.161804,0.214475,148.211214,,,,none,Street,selp_npy_quaternion,w2c
2146,selp_metadata,Street,img_north,img,,,Street/img_north/image_north_2_0211.png,Street/img/image2_001536.png,147.996110,1.073895,148.149216,,,,none,Street,selp_npy_quaternion,w2c
3179,selp_metadata,Street,img,img_west,,,Street/img/image2_001853.png,Street/img_west/image_west_0466.png,147.945134,0.001606,148.059547,,,,none,Street,selp_npy_quaternion,w2c
1493,selp_metadata,GreatCourt,seq3,seq5,,,GreatCourt/seq3/frame00315.png,GreatCourt/seq5/frame00369.png,147.823717,2.581956,148.495442,,,,none,GreatCourt,selp_npy_quaternion,w2c
3897,selp_metadata,Street,img,img_south,,,Street/img/image2_002143.png,Street/img_south/image_south_1_0545.png,147.772851,0.653147,147.773558,,,,none,Street,selp_npy_quaternion,w2c
2235,selp_metadata,Street,img,img_south,,,Street/img/image2_002358.png,Street/img_south/image_south_1_0581.png,147.754486,1.252982,147.789074,,,,none,Street,selp_npy_quaternion,w2c
2874,selp_metadata,GreatCourt,seq5,seq5,,,GreatCourt/seq5/frame00574.png,GreatCourt/seq5/frame00139.png,147.741802,1.448972,147.868798,,,,none,GreatCourt,selp_npy_quaternion,w2c
4710,selp_metadata,Street,img,img_south,,,Street/img/image2_001687.png,Street/img_south/image_south_1_0434.png,147.721684,0.307168,147.743814,,,,none,Street,selp_npy_quaternion,w2c
5222,selp_metadata,Street,img,img_south,,,Street/img/image1_000329.png,Street/img_south/image_south_1_0073.png,147.578760,0.090221,147.583847,,,,none,Street,selp_npy_quaternion,w2c
2798,selp_metadata,Street,img_north,img,,,Street/img_north/image_north_2_0250.png,Street/img/image2_001285.png,147.502681,1.463898,147.505501,,,,none,Street,selp_npy_quaternion,w2c
3496,selp_metadata,Street,img,img,,,Street/img/image2_000684.png,Street/img/image2_000769.png,147.501626,2.869451,147.642047,,,,none,Street,selp_npy_quaternion,w2c
5133,selp_metadata,Street,img,img_south,,,Street/img/image2_000136.png,Street/img_south/image_south_1_0108.png,147.492556,2.676969,147.588756,,,,none,Street,selp_npy_quaternion,w2c
4437,selp_metadata,Street,img,img_south,,,Street/img/image2_000644.png,Street/img_south/image_south_1_0240.png,147.480917,1.742451,147.611627,,,,none,Street,selp_npy_quaternion,w2c
4914,selp_metadata,Street,img,img_south,,,Street/img/image2_002324.png,Street/img_south/image_south_1_0600.png,147.470487,2.369326,147.488055,,,,none,Street,selp_npy_quaternion,w2c
5110,selp_metadata,Street,img,img_north,,,Street/img/image2_001535.png,Street/img_north/image_north_1_0249.png,147.349841,0.495391,147.468242,,,,none,Street,selp_npy_quaternion,w2c
4538,selp_metadata,Street,img_north,img_south,,,Street/img_north/image_north_2_0554.png,Street/img_south/image_south_1_0085.png,147.266541,0.010683,147.313787,,,,none,Street,selp_npy_quaternion,w2c
4873,selp_metadata,Street,img,img_east,,,Street/img/image2_001540.png,Street/img_east/image_east_0188.png,147.250178,3.264588,147.342345,,,,none,Street,selp_npy_quaternion,w2c
5108,selp_metadata,Street,img,img_south,,,Street/img/image2_001344.png,Street/img_south/image_south_1_0370.png,147.235064,1.600273,147.265743,,,,none,Street,selp_npy_quaternion,w2c
4904,selp_metadata,Street,img,img_north,,,Street/img/image2_001662.png,Street/img_north/image_north_1_0227.png,147.134993,0.706662,147.178863,,,,none,Street,selp_npy_quaternion,w2c
4834,selp_metadata,Street,img,img,,,Street/img/image2_000683.png,Street/img/image2_000770.png,147.070611,1.512661,147.386908,,,,none,Street,selp_npy_quaternion,w2c
4986,selp_metadata,Street,img,img_south,,,Street/img/image2_000465.png,Street/img_south/image_south_1_0171.png,147.019078,0.711129,147.069820,,,,none,Street,selp_npy_quaternion,w2c
70,selp_metadata,Street,img_north,img_south,,,Street/img_north/image_north_2_0553.png,Street/img_south/image_south_1_0086.png,146.966747,0.523816,147.034101,,,,none,Street,selp_npy_quaternion,w2c
4558,selp_metadata,Street,img_north,img,,,Street/img_north/image_north_1_0521.png,Street/img/image2_000276.png,146.963656,2.535872,146.992754,,,,none,Street,selp_npy_quaternion,w2c
4912,selp_metadata,Street,img,img_north,,,Street/img/image2_001241.png,Street/img_north/image_north_1_0299.png,146.894010,2.192597,146.974878,,,,none,Street,selp_npy_quaternion,w2c
5212,selp_metadata,Street,img,img_south,,,Street/img/image2_001343.png,Street/img_south/image_south_1_0369.png,146.889645,1.125615,146.933426,,,,none,Street,selp_npy_quaternion,w2c
4931,selp_metadata,Street,img,img,,,Street/img/image1_000331.png,Street/img/image2_000061.png,146.735791,0.013315,146.749951,,,,none,Street,selp_npy_quaternion,w2c
3527,selp_metadata,Street,img_north,img,,,Street/img_north/image_north_2_0520.png,Street/img/image2_000176.png,146.731305,1.110806,147.147901,,,,none,Street,selp_npy_quaternion,w2c
4285,selp_metadata,Street,img,img,,,Street/img/image1_000332.png,Street/img/image2_000060.png,146.719120,0.303237,146.749188,,,,none,Street,selp_npy_quaternion,w2c
4779,selp_metadata,Street,img,img_south,,,Street/img/image2_000680.png,Street/img_south/image_south_1_0249.png,146.516088,0.645318,146.748896,,,,none,Street,selp_npy_quaternion,w2c
5171,selp_metadata,Street,img,img,,,Street/img/image2_000240.png,Street/img/image2_000279.png,146.494156,0.407109,146.677157,,,,none,Street,selp_npy_quaternion,w2c
3367,selp_metadata,Street,img,img_west,,,Street/img/image2_001854.png,Street/img_west/image_west_0467.png,146.462675,0.356960,146.547347,,,,none,Street,selp_npy_quaternion,w2c
464,selp_metadata,GreatCourt,seq2,seq5,,,GreatCourt/seq2/frame00252.png,GreatCourt/seq5/frame00378.png,146.436947,3.921292,147.274187,,,,none,GreatCourt,selp_npy_quaternion,w2c
2145,selp_metadata,Street,img,img_south,,,Street/img/image2_000240.png,Street/img_south/image_south_1_0123.png,146.360945,0.960101,146.376027,,,,none,Street,selp_npy_quaternion,w2c
4763,selp_metadata,Street,img,img_south,,,Street/img/image2_002324.png,Street/img_south/image_south_1_0601.png,146.300151,3.305481,146.326305,,,,none,Street,selp_npy_quaternion,w2c
3323,selp_metadata,Street,img,img,,,Street/img/image1_000392.png,Street/img/image2_000100.png,146.278913,0.660292,146.440694,,,,none,Street,selp_npy_quaternion,w2c
3255,selp_metadata,Street,img,img_south,,,Street/img/image2_001851.png,Street/img_south/image_south_1_0472.png,146.248086,0.621927,146.308500,,,,none,Street,selp_npy_quaternion,w2c
4969,selp_metadata,Street,img,img_south,,,Street/img/image2_000995.png,Street/img_south/image_south_1_0319.png,146.063108,1.203697,146.095570,,,,none,Street,selp_npy_quaternion,w2c
445,selp_metadata,Street,img_north,img,,,Street/img_north/image_north_2_0265.png,Street/img/image2_001241.png,146.012491,0.305224,146.030753,,,,none,Street,selp_npy_quaternion,w2c
4170,selp_metadata,Street,img_north,img_south,,,Street/img_north/image_north_2_0553.png,Street/img_south/image_south_1_0085.png,145.818937,0.204951,145.906983,,,,none,Street,selp_npy_quaternion,w2c
3505,selp_metadata,Street,img,img_south,,,Street/img/image2_001345.png,Street/img_south/image_south_1_0371.png,145.816013,0.871321,145.855363,,,,none,Street,selp_npy_quaternion,w2c
4855,selp_metadata,Street,img,img_south,,,Street/img/image2_000465.png,Street/img_south/image_south_1_0170.png,145.740013,1.033104,145.771865,,,,none,Street,selp_npy_quaternion,w2c
4029,selp_metadata,Street,img,img_south,,,Street/img/image2_001346.png,Street/img_south/image_south_1_0371.png,145.731296,1.283377,145.739899,,,,none,Street,selp_npy_quaternion,w2c
4433,selp_metadata,Street,img,img_south,,,Street/img/image2_001853.png,Street/img_south/image_south_1_0473.png,145.541159,0.046607,145.636491,,,,none,Street,selp_npy_quaternion,w2c
4906,selp_metadata,Street,img,img_south,,,Street/img/image2_001852.png,Street/img_south/image_south_1_0472.png,145.516995,0.486066,145.551227,,,,none,Street,selp_npy_quaternion,w2c
4157,selp_metadata,Street,img,img_south,,,Street/img/image2_001345.png,Street/img_south/image_south_1_0370.png,145.423948,1.505124,145.494242,,,,none,Street,selp_npy_quaternion,w2c
3990,selp_metadata,Street,img_north,img,,,Street/img_north/image_north_2_0521.png,Street/img/image2_000176.png,145.384944,0.463620,145.676710,,,,none,Street,selp_npy_quaternion,w2c
3517,selp_metadata,Street,img,img_south,,,Street/img/image2_001850.png,Street/img_south/image_south_1_0472.png,145.328377,0.643772,145.373456,,,,none,Street,selp_npy_quaternion,w2c
5181,selp_metadata,Street,img,img_south,,,Street/img/image2_001346.png,Street/img_south/image_south_1_0370.png,145.296823,1.923347,145.322252,,,,none,Street,selp_npy_quaternion,w2c
5175,selp_metadata,Street,img,img_north,,,Street/img/image2_001243.png,Street/img_north/image_north_1_0299.png,145.127704,3.064536,145.218300,,,,none,Street,selp_npy_quaternion,w2c
5139,selp_metadata,Street,img,img_north,,,Street/img/image2_001533.png,Street/img_north/image_north_1_0249.png,145.112617,1.342231,145.258556,,,,none,Street,selp_npy_quaternion,w2c
178,selp_metadata,Street,img_south,img,,,Street/img_south/image_south_1_0159.png,Street/img/image2_000400.png,145.052450,2.836172,145.096882,,,,none,Street,selp_npy_quaternion,w2c
4399,selp_metadata,Street,img,img_east,,,Street/img/image2_001411.png,Street/img_east/image_east_0199.png,144.967105,4.712945,145.007462,,,,none,Street,selp_npy_quaternion,w2c
3418,selp_metadata,Street,img,img_west,,,Street/img/image2_001854.png,Street/img_west/image_west_0466.png,144.699289,0.252674,144.821421,,,,none,Street,selp_npy_quaternion,w2c
4557,selp_metadata,Street,img,img_north,,,Street/img/image2_001659.png,Street/img_north/image_north_1_0228.png,144.659070,0.754505,144.667671,,,,none,Street,selp_npy_quaternion,w2c
4882,selp_metadata,Street,img,img_west,,,Street/img/image2_001857.png,Street/img_west/image_west_0469.png,144.568440,1.784953,144.885390,,,,none,Street,selp_npy_quaternion,w2c
4614,selp_metadata,Street,img,img_north,,,Street/img/image2_001242.png,Street/img_north/image_north_1_0299.png,144.491820,2.925153,144.593723,,,,none,Street,selp_npy_quaternion,w2c
4322,selp_metadata,Street,img_north,img,,,Street/img_north/image_north_1_0568.png,Street/img/image2_000079.png,144.227678,1.256703,144.252894,,,,none,Street,selp_npy_quaternion,w2c
2838,selp_metadata,Street,img_north,img,,,Street/img_north/image_north_2_0266.png,Street/img/image2_001241.png,144.193393,0.047107,144.268772,,,,none,Street,selp_npy_quaternion,w2c
3850,selp_metadata,Street,img_north,img,,,Street/img_north/image_north_2_0265.png,Street/img/image2_001243.png,144.149229,1.082499,144.171495,,,,none,Street,selp_npy_quaternion,w2c
5240,selp_metadata,Street,img,img,,,Street/img/image2_001320.png,Street/img/image2_001224.png,144.144936,2.041501,144.215481,,,,none,Street,selp_npy_quaternion,w2c
4331,selp_metadata,Street,img,img_south,,,Street/img/image1_000329.png,Street/img_south/image_south_1_0074.png,144.114771,0.628012,144.120194,,,,none,Street,selp_npy_quaternion,w2c
4246,selp_metadata,Street,img_north,img,,,Street/img_north/image_north_2_0264.png,Street/img/image2_001243.png,143.911880,0.460855,143.943857,,,,none,Street,selp_npy_quaternion,w2c
3961,selp_metadata,Street,img,img_south,,,Street/img/image2_001852.png,Street/img_south/image_south_1_0473.png,143.896020,0.198405,143.929794,,,,none,Street,selp_npy_quaternion,w2c
2292,selp_metadata,Street,img_north,img,,,Street/img_north/image_north_2_0250.png,Street/img/image2_001286.png,143.885607,0.680106,143.887099,,,,none,Street,selp_npy_quaternion,w2c
4799,selp_metadata,Street,img,img_south,,,Street/img/image2_000111.png,Street/img_south/image_south_1_0097.png,143.855847,1.090858,143.933969,,,,none,Street,selp_npy_quaternion,w2c
3524,selp_metadata,Street,img_north,img,,,Street/img_north/image_north_1_0569.png,Street/img/image2_000074.png,143.715091,0.712430,143.764725,,,,none,Street,selp_npy_quaternion,w2c
1077,selp_metadata,Street,img_south,img,,,Street/img_south/image_south_1_0158.png,Street/img/image2_000400.png,143.673183,3.215011,143.711447,,,,none,Street,selp_npy_quaternion,w2c
4563,selp_metadata,Street,img,img_south,,,Street/img/image2_001347.png,Street/img_south/image_south_1_0371.png,143.629333,1.802871,143.638385,,,,none,Street,selp_npy_quaternion,w2c
4964,selp_metadata,Street,img,img_south,,,Street/img/image1_000298.png,Street/img_south/image_south_1_0068.png,143.614882,1.185054,143.767262,,,,none,Street,selp_npy_quaternion,w2c
4058,selp_metadata,Street,img_north,img,,,Street/img_north/image_north_2_0265.png,Street/img/image2_001242.png,143.564282,0.897255,143.592695,,,,none,Street,selp_npy_quaternion,w2c
4871,selp_metadata,Street,img,img_south,,,Street/img/image2_001033.png,Street/img_south/image_south_1_0325.png,143.556987,1.796415,143.640433,,,,none,Street,selp_npy_quaternion,w2c
4001,selp_metadata,Street,img,img_south,,,Street/img/image1_000330.png,Street/img_south/image_south_1_0073.png,143.326897,0.023946,143.327381,,,,none,Street,selp_npy_quaternion,w2c
3842,selp_metadata,Street,img_north,img,,,Street/img_north/image_north_2_0212.png,Street/img/image2_001536.png,143.204675,0.014718,143.615302,,,,none,Street,selp_npy_quaternion,w2c
3935,selp_metadata,Street,img,img_south,,,Street/img/image2_000643.png,Street/img_south/image_south_1_0240.png,143.154292,2.069374,143.372722,,,,none,Street,selp_npy_quaternion,w2c
1840,selp_metadata,Street,img,img_east,,,Street/img/image2_001409.png,Street/img_east/image_east_0199.png,143.005760,5.191219,143.079158,,,,none,Street,selp_npy_quaternion,w2c
3469,selp_metadata,Street,img,img_south,,,Street/img/image2_000643.png,Street/img_south/image_south_1_0239.png,143.002482,1.718425,143.172109,,,,none,Street,selp_npy_quaternion,w2c
2747,selp_metadata,Street,img,img,,,Street/img/image1_000391.png,Street/img/image2_000101.png,142.927694,2.588580,143.562942,,,,none,Street,selp_npy_quaternion,w2c
4845,selp_metadata,Street,img,img_north,,,Street/img/image2_001243.png,Street/img_north/image_north_1_0298.png,142.773843,3.894832,142.853366,,,,none,Street,selp_npy_quaternion,w2c
3259,selp_metadata,Street,img,img_south,,,Street/img/image2_000145.png,Street/img_south/image_south_1_0109.png,142.704376,4.260366,142.743923,,,,none,Street,selp_npy_quaternion,w2c
3664,selp_metadata,Street,img,img_east,,,Street/img/image2_001411.png,Street/img_east/image_east_0198.png,142.460588,4.266438,142.487611,,,,none,Street,selp_npy_quaternion,w2c
5170,selp_metadata,Street,img,img_east,,,Street/img/image2_001410.png,Street/img_east/image_east_0199.png,142.371566,5.740682,142.460547,,,,none,Street,selp_npy_quaternion,w2c
2929,selp_metadata,Street,img_north,img,,,Street/img_north/image_north_1_0519.png,Street/img/image2_000269.png,142.369070,0.835649,142.489929,,,,none,Street,selp_npy_quaternion,w2c
4765,selp_metadata,Street,img,img_south,,,Street/img/image2_000994.png,Street/img_south/image_south_1_0318.png,142.263734,1.723406,142.295939,,,,none,Street,selp_npy_quaternion,w2c
4683,selp_metadata,Street,img,img_south,,,Street/img/image2_000995.png,Street/img_south/image_south_1_0318.png,142.189918,0.958136,142.249753,,,,none,Street,selp_npy_quaternion,w2c
4411,selp_metadata,Street,img,img_north,,,Street/img/image2_001242.png,Street/img_north/image_north_1_0298.png,142.134570,3.748482,142.222786,,,,none,Street,selp_npy_quaternion,w2c
3481,selp_metadata,Street,img,img,,,Street/img/image1_000392.png,Street/img/image2_000101.png,142.058978,2.107937,142.589820,,,,none,Street,selp_npy_quaternion,w2c
3874,selp_metadata,Street,img_north,img,,,Street/img_north/image_north_1_0518.png,Street/img/image2_000266.png,141.842069,3.091452,141.857467,,,,none,Street,selp_npy_quaternion,w2c
3333,selp_metadata,GreatCourt,seq5,seq5,,,GreatCourt/seq5/frame00153.png,GreatCourt/seq5/frame00591.png,141.715002,0.931825,142.253735,,,,none,GreatCourt,selp_npy_quaternion,w2c
4997,selp_metadata,Street,img,img,,,Street/img/image2_000298.png,Street/img/image2_000264.png,141.677522,2.809065,141.690705,,,,none,Street,selp_npy_quaternion,w2c
5279,selp_metadata,Street,img,img_south,,,Street/img/image2_000608.png,Street/img_south/image_south_1_0223.png,141.627472,1.127969,141.645828,,,,none,Street,selp_npy_quaternion,w2c
3926,selp_metadata,Street,img_north,img,,,Street/img_north/image_north_1_0475.png,Street/img/image2_000441.png,141.615397,0.368625,141.711816,,,,none,Street,selp_npy_quaternion,w2c
2122,selp_metadata,GreatCourt,seq2,seq5,,,GreatCourt/seq2/frame00206.png,GreatCourt/seq5/frame00090.png,141.063993,1.223252,141.191853,,,,none,GreatCourt,selp_npy_quaternion,w2c
4367,selp_metadata,Street,img,img,,,Street/img/image1_000332.png,Street/img/image2_000061.png,141.050287,0.228079,141.075308,,,,none,Street,selp_npy_quaternion,w2c
3554,selp_metadata,Street,img_north,img,,,Street/img_north/image_north_2_0251.png,Street/img/image2_001287.png,140.994582,2.546223,141.006430,,,,none,Street,selp_npy_quaternion,w2c
3818,selp_metadata,Street,img_north,img,,,Street/img_north/image_north_2_0251.png,Street/img/image2_001286.png,140.966182,0.889393,140.971133,,,,none,Street,selp_npy_quaternion,w2c
4190,selp_metadata,Street,img_north,img,,,Street/img_north/image_north_1_0286.png,Street/img/image2_001286.png,140.844062,2.394875,140.936199,,,,none,Street,selp_npy_quaternion,w2c
3887,selp_metadata,Street,img,img,,,Street/img/image1_000326.png,Street/img/image2_000065.png,140.802233,0.657425,140.812133,,,,none,Street,selp_npy_quaternion,w2c
5209,selp_metadata,Street,img,img,,,Street/img/image1_000393.png,Street/img/image2_000100.png,140.716204,1.263138,140.945789,,,,none,Street,selp_npy_quaternion,w2c
4122,selp_metadata,Street,img_north,img,,,Street/img_north/image_north_1_0286.png,Street/img/image2_001287.png,140.694430,4.077146,140.874463,,,,none,Street,selp_npy_quaternion,w2c
1462,selp_metadata,GreatCourt,seq2,seq5,,,GreatCourt/seq2/frame00205.png,GreatCourt/seq5/frame00090.png,140.605696,1.726406,140.684862,,,,none,GreatCourt,selp_npy_quaternion,w2c
4133,selp_metadata,Street,img,img_east,,,Street/img/image2_001409.png,Street/img_east/image_east_0198.png,140.522855,4.690876,140.564100,,,,none,Street,selp_npy_quaternion,w2c
4165,selp_metadata,Street,img,img,,,Street/img/image1_000325.png,Street/img/image2_000065.png,140.464025,1.442066,140.494404,,,,none,Street,selp_npy_quaternion,w2c
1756,selp_metadata,Street,img,img_south,,,Street/img/image2_000242.png,Street/img_south/image_south_1_0124.png,140.425341,1.075311,140.474705,,,,none,Street,selp_npy_quaternion,w2c
4368,selp_metadata,Street,img_north,img,,,Street/img_north/image_north_2_0188.png,Street/img/image2_001659.png,140.373871,0.341802,140.374795,,,,none,Street,selp_npy_quaternion,w2c
5008,selp_metadata,Street,img,img_south,,,Street/img/image2_002325.png,Street/img_south/image_south_1_0600.png,140.338771,3.009065,140.417075,,,,none,Street,selp_npy_quaternion,w2c
2734,selp_metadata,GreatCourt,seq2,seq5,,,GreatCourt/seq2/frame00206.png,GreatCourt/seq5/frame00089.png,140.256256,2.329962,140.295981,,,,none,GreatCourt,selp_npy_quaternion,w2c
1686,selp_metadata,Street,img_north,img,,,Street/img_north/image_north_2_0187.png,Street/img/image2_001659.png,140.243834,0.978323,140.283263,,,,none,Street,selp_npy_quaternion,w2c
5271,selp_metadata,Street,img,img_west,,,Street/img/image2_002307.png,Street/img_west/image_west_0590.png,140.241701,2.925466,141.269489,,,,none,Street,selp_npy_quaternion,w2c
4487,selp_metadata,Street,img,img_south,,,Street/img/image2_001705.png,Street/img_south/image_south_1_0435.png,140.234795,3.028609,140.250904,,,,none,Street,selp_npy_quaternion,w2c
3152,selp_metadata,Street,img_north,img,,,Street/img_north/image_north_1_0285.png,Street/img/image2_001286.png,140.212201,2.848535,140.333375,,,,none,Street,selp_npy_quaternion,w2c
4094,selp_metadata,Street,img_north,img,,,Street/img_north/image_north_2_0458.png,Street/img/image2_000447.png,140.180392,2.538927,140.746454,,,,none,Street,selp_npy_quaternion,w2c
3442,selp_metadata,Street,img,img_north,,,Street/img/image2_001658.png,Street/img_north/image_north_1_0228.png,140.072780,1.606116,140.099088,,,,none,Street,selp_npy_quaternion,w2c
3220,selp_metadata,Street,img_north,img,,,Street/img_north/image_north_2_0186.png,Street/img/image2_001661.png,140.035604,1.656639,140.155728,,,,none,Street,selp_npy_quaternion,w2c
3185,selp_metadata,GreatCourt,seq5,seq5,,,GreatCourt/seq5/frame00151.png,GreatCourt/seq5/frame00590.png,140.027847,0.828976,140.294972,,,,none,GreatCourt,selp_npy_quaternion,w2c
3706,selp_metadata,Street,img,img_south,,,Street/img/image1_000330.png,Street/img_south/image_south_1_0074.png,139.890899,0.631824,139.892577,,,,none,Street,selp_npy_quaternion,w2c
4311,selp_metadata,Street,img,img_east,,,Street/img/image2_001410.png,Street/img_east/image_east_0198.png,139.861228,5.250167,139.915142,,,,none,Street,selp_npy_quaternion,w2c
1936,selp_metadata,Street,img_north,img,,,Street/img_north/image_north_1_0570.png,Street/img/image2_000075.png,139.647140,0.093429,139.745304,,,,none,Street,selp_npy_quaternion,w2c
3613,selp_metadata,Street,img,img_south,,,Street/img/image2_000572.png,Street/img_south/image_south_1_0208.png,139.628172,1.305034,139.641350,,,,none,Street,selp_npy_quaternion,w2c
3981,selp_metadata,Street,img,img_east,,,Street/img/image2_001412.png,Street/img_east/image_east_0198.png,139.459628,5.023252,139.508389,,,,none,Street,selp_npy_quaternion,w2c
3730,selp_metadata,Street,img,img,,,Street/img/image2_000239.png,Street/img/image2_000279.png,139.427797,0.273221,139.647572,,,,none,Street,selp_npy_quaternion,w2c
4555,selp_metadata,Street,img,img_south,,,Street/img/image2_001685.png,Street/img_south/image_south_1_0435.png,139.426382,1.183356,139.504428,,,,none,Street,selp_npy_quaternion,w2c
2316,selp_metadata,GreatCourt,seq3,seq1,,,GreatCourt/seq3/frame00513.png,GreatCourt/seq1/frame00040.png,139.367445,0.283466,139.495920,,,,none,GreatCourt,selp_npy_quaternion,w2c
4033,selp_metadata,Street,img,img_west,,,Street/img/image2_002306.png,Street/img_west/image_west_0591.png,139.326175,4.185014,140.406107,,,,none,Street,selp_npy_quaternion,w2c
3944,selp_metadata,Street,img_north,img,,,Street/img_north/image_north_1_0519.png,Street/img/image2_000268.png,139.321557,1.461065,139.368577,,,,none,Street,selp_npy_quaternion,w2c
4800,selp_metadata,Street,img,img,,,Street/img/image2_001321.png,Street/img/image2_001226.png,139.256114,1.981348,139.327418,,,,none,Street,selp_npy_quaternion,w2c
3550,selp_metadata,Street,img,img_south,,,Street/img/image2_000996.png,Street/img_south/image_south_1_0319.png,139.250396,0.914896,139.329952,,,,none,Street,selp_npy_quaternion,w2c
3572,selp_metadata,Street,img_north,img,,,Street/img_north/image_north_2_0378.png,Street/img/image2_000760.png,139.232897,0.164880,139.936323,,,,none,Street,selp_npy_quaternion,w2c
3993,selp_metadata,Street,img,img_south,,,Street/img/image2_002325.png,Street/img_south/image_south_1_0601.png,139.231245,4.118801,139.332133,,,,none,Street,selp_npy_quaternion,w2c
3987,selp_metadata,Street,img,img_south,,,Street/img/image2_001034.png,Street/img_south/image_south_1_0325.png,139.092869,2.119883,139.280309,,,,none,Street,selp_npy_quaternion,w2c
3340,selp_metadata,Street,img_north,img,,,Street/img_north/image_north_1_0522.png,Street/img/image2_000277.png,138.682929,2.825425,138.934024,,,,none,Street,selp_npy_quaternion,w2c
4566,selp_metadata,Street,img_north,img,,,Street/img_north/image_north_1_0570.png,Street/img/image2_000073.png,138.492397,0.251968,138.600092,,,,none,Street,selp_npy_quaternion,w2c
4329,selp_metadata,Street,img,img_south,,,Street/img/image2_000572.png,Street/img_south/image_south_1_0209.png,138.430489,1.550896,138.442322,,,,none,Street,selp_npy_quaternion,w2c
4072,selp_metadata,Street,img_north,img,,,Street/img_north/image_north_1_0519.png,Street/img/image2_000267.png,138.238642,2.157698,138.269739,,,,none,Street,selp_npy_quaternion,w2c
3315,selp_metadata,Street,img,img_south,,,Street/img/image2_000241.png,Street/img_south/image_south_1_0123.png,138.221933,0.966497,138.257883,,,,none,Street,selp_npy_quaternion,w2c
3267,selp_metadata,Street,img,img,,,Street/img/image2_001003.png,Street/img/image2_001072.png,138.203779,1.715370,138.504757,,,,none,Street,selp_npy_quaternion,w2c
2633,selp_metadata,Street,img_north,img,,,Street/img_north/image_north_2_0520.png,Street/img/image2_000177.png,138.186944,2.175183,138.625148,,,,none,Street,selp_npy_quaternion,w2c
5184,selp_metadata,Street,img,img_south,,,Street/img/image2_000145.png,Street/img_south/image_south_1_0110.png,138.133905,3.513635,138.170392,,,,none,Street,selp_npy_quaternion,w2c
